num=1; x=1935; y=3425; width=4; height=4;
num=2; x=475; y=3419; width=5; height=2;
num=3; x=466; y=3419; width=6; height=2;
num=4; x=441; y=3419; width=20; height=2;
num=5; x=424; y=3419; width=9; height=2;
num=6; x=384; y=3419; width=29; height=2;
num=7; x=362; y=3419; width=21; height=2;
num=8; x=344; y=3419; width=14; height=1;
num=9; x=158; y=3417; width=148; height=4;
num=10; x=1785; y=3416; width=31; height=3;
num=11; x=49; y=3416; width=108; height=3;
num=12; x=1956; y=3410; width=29; height=22;
num=13; x=1929; y=3409; width=19; height=22;
num=14; x=1734; y=3410; width=25; height=27;
num=15; x=1919; y=3408; width=10; height=11;
num=16; x=1940; y=3401; width=10; height=9;
num=17; x=1921; y=3400; width=10; height=9;
num=18; x=1706; y=3395; width=24; height=34;
num=19; x=1677; y=3395; width=22; height=41;
num=20; x=1913; y=3393; width=43; height=44;
num=21; x=1734; y=3390; width=4; height=8;
num=22; x=1729; y=3390; width=4; height=6;
num=23; x=1862; y=3382; width=25; height=51;
num=24; x=1881; y=3380; width=39; height=52;
num=25; x=1923; y=3379; width=34; height=16;
num=26; x=1541; y=3246; width=5; height=4;
num=27; x=1228; y=3239; width=9; height=8;
num=28; x=1152; y=3232; width=13; height=16;
num=29; x=1225; y=3230; width=7; height=6;
num=30; x=1358; y=3229; width=10; height=11;
num=31; x=971; y=3228; width=5; height=3;
num=32; x=964; y=3228; width=8; height=5;
num=33; x=1225; y=3227; width=7; height=5;
num=34; x=1160; y=3227; width=6; height=5;
num=35; x=1383; y=3227; width=12; height=16;
num=36; x=723; y=3226; width=9; height=12;
num=37; x=921; y=3225; width=12; height=12;
num=38; x=1220; y=3222; width=12; height=9;
num=39; x=1180; y=3223; width=27; height=35;
num=40; x=919; y=3223; width=16; height=24;
num=41; x=719; y=3223; width=23; height=35;
num=42; x=1232; y=3221; width=7; height=12;
num=43; x=800; y=3221; width=31; height=23;
num=44; x=1300; y=3220; width=3; height=4;
num=45; x=1509; y=3218; width=25; height=32;
num=46; x=1254; y=3216; width=10; height=22;
num=47; x=999; y=3217; width=19; height=26;
num=48; x=844; y=3217; width=17; height=29;
num=49; x=1319; y=3214; width=27; height=24;
num=50; x=1160; y=3214; width=13; height=8;
num=51; x=773; y=3214; width=24; height=37;
num=52; x=1286; y=3212; width=5; height=5;
num=53; x=1074; y=3212; width=13; height=9;
num=54; x=974; y=3212; width=5; height=6;
num=55; x=1141; y=3212; width=36; height=39;
num=56; x=1110; y=3212; width=27; height=28;
num=57; x=1029; y=3212; width=26; height=29;
num=58; x=866; y=3212; width=5; height=6;
num=59; x=1215; y=3211; width=27; height=40;
num=60; x=1186; y=3211; width=15; height=6;
num=61; x=1511; y=3210; width=12; height=4;
num=62; x=953; y=3210; width=35; height=39;
num=63; x=952; y=3210; width=8; height=9;
num=64; x=861; y=3210; width=4; height=9;
num=65; x=1314; y=3209; width=8; height=27;
num=66; x=869; y=3208; width=29; height=40;
num=67; x=706; y=3206; width=46; height=57;
num=68; x=547; y=3207; width=5; height=6;
num=69; x=1402; y=3206; width=31; height=30;
num=70; x=1244; y=3206; width=22; height=40;
num=71; x=1000; y=3206; width=13; height=5;
num=72; x=704; y=3205; width=50; height=60;
num=73; x=1168; y=3203; width=12; height=6;
num=74; x=1472; y=3203; width=23; height=35;
num=75; x=1271; y=3203; width=15; height=41;
num=76; x=466; y=3203; width=10; height=7;
num=77; x=1445; y=3202; width=27; height=31;
num=78; x=979; y=3201; width=10; height=5;
num=79; x=480; y=3201; width=29; height=6;
num=80; x=1356; y=3199; width=27; height=43;
num=81; x=455; y=3199; width=8; height=4;
num=82; x=1284; y=3198; width=24; height=43;
num=83; x=1153; y=3198; width=32; height=16;
num=84; x=494; y=3198; width=3; height=3;
num=85; x=904; y=3197; width=41; height=49;
num=86; x=1226; y=3196; width=14; height=16;
num=87; x=517; y=3194; width=4; height=5;
num=88; x=1067; y=3194; width=35; height=47;
num=89; x=475; y=3193; width=5; height=6;
num=90; x=406; y=3192; width=10; height=5;
num=91; x=965; y=3191; width=27; height=19;
num=92; x=428; y=3191; width=13; height=4;
num=93; x=471; y=3187; width=16; height=11;
num=94; x=378; y=3186; width=4; height=9;
num=95; x=303; y=3185; width=8; height=8;
num=96; x=427; y=3181; width=7; height=7;
num=97; x=534; y=3180; width=13; height=28;
num=98; x=403; y=3180; width=8; height=5;
num=99; x=364; y=3180; width=9; height=16;
num=100; x=475; y=3178; width=4; height=5;
num=101; x=341; y=3177; width=10; height=14;
num=102; x=392; y=3176; width=4; height=21;
num=103; x=328; y=3175; width=31; height=28;
num=104; x=469; y=3174; width=19; height=13;
num=105; x=429; y=3172; width=4; height=6;
num=106; x=507; y=3171; width=25; height=34;
num=107; x=300; y=3170; width=6; height=7;
num=108; x=204; y=3171; width=10; height=15;
num=109; x=245; y=3169; width=13; height=23;
num=110; x=297; y=3168; width=11; height=36;
num=111; x=265; y=3168; width=19; height=33;
num=112; x=441; y=3167; width=19; height=34;
num=113; x=311; y=3167; width=14; height=40;
num=114; x=142; y=3167; width=16; height=14;
num=115; x=474; y=3166; width=5; height=9;
num=116; x=179; y=3164; width=5; height=24;
num=117; x=339; y=3162; width=13; height=13;
num=118; x=227; y=3160; width=17; height=36;
num=119; x=47; y=3160; width=28; height=22;
num=120; x=107; y=3159; width=14; height=25;
num=121; x=80; y=3158; width=9; height=34;
num=122; x=718; y=3148; width=4; height=7;
num=123; x=1993; y=3145; width=5; height=5;
num=124; x=777; y=3110; width=12; height=15;
num=125; x=849; y=3104; width=22; height=17;
num=126; x=412; y=3102; width=5; height=3;
num=127; x=1448; y=3101; width=4; height=4;
num=128; x=565; y=3090; width=3; height=4;
num=129; x=850; y=3088; width=10; height=10;
num=130; x=881; y=3086; width=24; height=35;
num=131; x=819; y=3086; width=19; height=42;
num=132; x=1221; y=3085; width=24; height=4;
num=133; x=780; y=3085; width=24; height=45;
num=134; x=1102; y=3082; width=7; height=6;
num=135; x=807; y=3081; width=4; height=8;
num=136; x=954; y=3080; width=4; height=6;
num=137; x=799; y=3080; width=4; height=10;
num=138; x=965; y=3079; width=30; height=34;
num=139; x=717; y=3079; width=49; height=51;
num=140; x=1046; y=3077; width=4; height=5;
num=141; x=925; y=3077; width=12; height=15;
num=142; x=1002; y=3076; width=29; height=30;
num=143; x=301; y=3076; width=14; height=7;
num=144; x=1335; y=3075; width=28; height=25;
num=145; x=1300; y=3075; width=26; height=28;
num=146; x=1103; y=3074; width=8; height=8;
num=147; x=1139; y=3072; width=12; height=26;
num=148; x=420; y=3073; width=16; height=5;
num=149; x=1258; y=3071; width=29; height=28;
num=150; x=1106; y=3070; width=4; height=4;
num=151; x=960; y=3071; width=30; height=8;
num=152; x=1302; y=3070; width=14; height=3;
num=153; x=1064; y=3068; width=14; height=18;
num=154; x=500; y=3068; width=13; height=17;
num=155; x=1416; y=3067; width=19; height=35;
num=156; x=1377; y=3065; width=28; height=31;
num=157; x=966; y=3065; width=3; height=8;
num=158; x=231; y=3064; width=7; height=8;
num=159; x=1107; y=3063; width=5; height=4;
num=160; x=1072; y=3064; width=24; height=45;
num=161; x=1161; y=3063; width=26; height=35;
num=162; x=916; y=3063; width=37; height=53;
num=163; x=438; y=3063; width=25; height=23;
num=164; x=199; y=3061; width=5; height=7;
num=165; x=1036; y=3060; width=44; height=51;
num=166; x=542; y=3060; width=14; height=28;
num=167; x=521; y=3060; width=18; height=25;
num=168; x=1231; y=3059; width=4; height=6;
num=169; x=131; y=3059; width=17; height=20;
num=170; x=1195; y=3058; width=5; height=8;
num=171; x=1123; y=3058; width=30; height=46;
num=172; x=470; y=3058; width=21; height=25;
num=173; x=354; y=3058; width=17; height=21;
num=174; x=1187; y=3057; width=5; height=7;
num=175; x=1222; y=3056; width=6; height=10;
num=176; x=413; y=3056; width=6; height=12;
num=177; x=228; y=3056; width=12; height=27;
num=178; x=1096; y=3054; width=31; height=54;
num=179; x=385; y=3054; width=25; height=34;
num=180; x=161; y=3054; width=23; height=25;
num=181; x=96; y=3054; width=21; height=21;
num=182; x=294; y=3053; width=21; height=20;
num=183; x=262; y=3052; width=19; height=30;
