num=1; x=1252; y=3496; width=4; height=2;
num=2; x=279; y=2907; width=24; height=6;
num=3; x=429; y=2903; width=15; height=16;
num=4; x=454; y=2901; width=14; height=13;
num=5; x=451; y=2898; width=20; height=20;
num=6; x=244; y=2896; width=8; height=22;
num=7; x=421; y=2895; width=26; height=29;
num=8; x=281; y=2894; width=18; height=9;
num=9; x=576; y=2892; width=9; height=34;
num=10; x=599; y=2890; width=9; height=16;
num=11; x=758; y=2888; width=15; height=18;
num=12; x=346; y=2889; width=65; height=54;
num=13; x=123; y=2886; width=6; height=5;
num=14; x=255; y=2884; width=7; height=7;
num=15; x=170; y=2884; width=21; height=33;
num=16; x=842; y=2881; width=12; height=19;
num=17; x=515; y=2881; width=7; height=13;
num=18; x=113; y=2881; width=7; height=7;
num=19; x=101; y=2881; width=7; height=7;
num=20; x=871; y=2874; width=15; height=33;
num=21; x=512; y=2874; width=25; height=29;
num=22; x=159; y=2873; width=68; height=63;
num=23; x=361; y=2871; width=12; height=18;
num=24; x=868; y=2871; width=22; height=64;
num=25; x=759; y=2869; width=14; height=19;
num=26; x=628; y=2868; width=10; height=20;
num=27; x=843; y=2867; width=12; height=13;
num=28; x=674; y=2867; width=47; height=49;
num=29; x=439; y=2866; width=14; height=11;
num=30; x=754; y=2861; width=61; height=64;
num=31; x=433; y=2860; width=24; height=25;
num=32; x=242; y=2859; width=25; height=68;
num=33; x=581; y=2858; width=16; height=61;
num=34; x=346; y=2856; width=14; height=13;
num=35; x=1161; y=2854; width=3; height=5;
num=36; x=836; y=2852; width=28; height=80;
num=37; x=262; y=2852; width=46; height=62;
num=38; x=380; y=2851; width=8; height=39;
num=39; x=613; y=2849; width=30; height=74;
num=40; x=342; y=2848; width=37; height=50;
num=41; x=179; y=2847; width=29; height=25;
num=42; x=172; y=2843; width=40; height=33;
num=43; x=893; y=2794; width=10; height=16;
num=44; x=868; y=2790; width=11; height=36;
num=45; x=705; y=2788; width=13; height=10;
num=46; x=1028; y=2787; width=12; height=10;
num=47; x=1098; y=2782; width=8; height=10;
num=48; x=732; y=2782; width=16; height=16;
num=49; x=700; y=2779; width=22; height=26;
num=50; x=728; y=2777; width=23; height=24;
num=51; x=548; y=2776; width=25; height=25;
num=52; x=1098; y=2774; width=9; height=8;
num=53; x=1028; y=2772; width=12; height=15;
num=54; x=814; y=2769; width=14; height=20;
num=55; x=918; y=2768; width=13; height=31;
num=56; x=1098; y=2766; width=10; height=7;
num=57; x=1024; y=2767; width=52; height=55;
num=58; x=811; y=2767; width=26; height=24;
num=59; x=548; y=2763; width=23; height=9;
num=60; x=104; y=2762; width=6; height=8;
num=61; x=230; y=2761; width=32; height=31;
num=62; x=1125; y=2759; width=18; height=22;
num=63; x=124; y=2760; width=7; height=4;
num=64; x=113; y=2759; width=8; height=7;
num=65; x=961; y=2758; width=37; height=57;
num=66; x=545; y=2757; width=26; height=7;
num=67; x=1119; y=2756; width=27; height=68;
num=68; x=1042; y=2754; width=26; height=24;
num=69; x=410; y=2754; width=31; height=60;
num=70; x=457; y=2752; width=13; height=12;
num=71; x=718; y=2750; width=11; height=12;
num=72; x=870; y=2749; width=64; height=74;
num=73; x=453; y=2748; width=19; height=19;
num=74; x=630; y=2745; width=21; height=59;
num=75; x=166; y=2745; width=36; height=64;
num=76; x=1087; y=2744; width=31; height=81;
num=77; x=711; y=2744; width=23; height=24;
num=78; x=760; y=2743; width=29; height=75;
num=79; x=511; y=2742; width=30; height=68;
num=80; x=214; y=2741; width=9; height=21;
num=81; x=651; y=2740; width=35; height=76;
num=82; x=604; y=2740; width=13; height=17;
num=83; x=281; y=2740; width=27; height=63;
num=84; x=572; y=2739; width=44; height=69;
num=85; x=542; y=2738; width=30; height=19;
num=86; x=331; y=2738; width=25; height=65;
num=87; x=368; y=2737; width=33; height=67;
num=88; x=210; y=2737; width=15; height=27;
num=89; x=926; y=2676; width=20; height=6;
num=90; x=892; y=2667; width=6; height=24;
num=91; x=926; y=2666; width=16; height=4;
num=92; x=557; y=2660; width=8; height=8;
num=93; x=618; y=2658; width=12; height=13;
num=94; x=1023; y=2657; width=10; height=14;
num=95; x=107; y=2657; width=13; height=5;
num=96; x=804; y=2654; width=12; height=10;
num=97; x=697; y=2654; width=14; height=13;
num=98; x=124; y=2655; width=9; height=4;
num=99; x=1123; y=2653; width=16; height=13;
num=100; x=853; y=2654; width=7; height=13;
num=101; x=1090; y=2652; width=11; height=9;
num=102; x=301; y=2652; width=6; height=5;
num=103; x=776; y=2651; width=10; height=10;
num=104; x=485; y=2651; width=10; height=16;
num=105; x=1091; y=2645; width=9; height=6;
num=106; x=432; y=2645; width=37; height=38;
