num=1; x=2049; y=3363; width=9; height=7;
num=2; x=2058; y=3342; width=12; height=8;
num=3; x=2042; y=3339; width=31; height=34;
num=4; x=1747; y=3335; width=11; height=10;
num=5; x=1974; y=3334; width=26; height=29;
num=6; x=2054; y=3320; width=8; height=7;
num=7; x=2047; y=3318; width=5; height=5;
num=8; x=1978; y=3318; width=11; height=11;
num=9; x=2004; y=3317; width=25; height=41;
num=10; x=2054; y=3315; width=7; height=5;
num=11; x=1924; y=3316; width=31; height=36;
num=12; x=1917; y=3314; width=13; height=16;
num=13; x=1806; y=3312; width=24; height=38;
num=14; x=2034; y=3311; width=42; height=39;
num=15; x=1687; y=3311; width=38; height=30;
num=16; x=1801; y=3309; width=32; height=44;
num=17; x=1973; y=3307; width=24; height=30;
num=18; x=1892; y=3306; width=14; height=13;
num=19; x=1744; y=3302; width=20; height=45;
num=20; x=1872; y=3301; width=37; height=57;
num=21; x=2116; y=3299; width=21; height=75;
num=22; x=1693; y=3297; width=9; height=12;
num=23; x=1432; y=3294; width=11; height=11;
num=24; x=1314; y=3295; width=17; height=7;
num=25; x=1584; y=3291; width=29; height=30;
num=26; x=1635; y=3288; width=31; height=47;
num=27; x=1462; y=3288; width=20; height=33;
num=28; x=1523; y=3287; width=31; height=33;
num=29; x=1433; y=3284; width=8; height=11;
num=30; x=1315; y=3283; width=13; height=7;
num=31; x=1429; y=3282; width=17; height=29;
num=32; x=1373; y=3281; width=13; height=43;
num=33; x=1501; y=3280; width=18; height=37;
num=34; x=1547; y=3274; width=13; height=18;
num=35; x=1387; y=3274; width=19; height=16;
num=36; x=1342; y=3272; width=22; height=35;
num=37; x=1314; y=3272; width=19; height=7;
num=38; x=1457; y=3271; width=26; height=26;
num=39; x=1387; y=3263; width=16; height=9;
num=40; x=1139; y=3258; width=16; height=25;
num=41; x=1097; y=3252; width=14; height=11;
num=42; x=1182; y=3249; width=45; height=40;
num=43; x=1082; y=3248; width=12; height=24;
num=44; x=1150; y=3247; width=5; height=6;
num=45; x=1259; y=3243; width=28; height=40;
num=46; x=1062; y=3240; width=5; height=9;
num=47; x=1257; y=3239; width=34; height=48;
num=48; x=1133; y=3229; width=42; height=60;
num=49; x=1055; y=3228; width=60; height=52;
num=50; x=1027; y=3223; width=13; height=51;
num=51; x=1750; y=3138; width=37; height=7;
num=52; x=1669; y=3078; width=23; height=22;
num=53; x=1913; y=3067; width=60; height=49;
num=54; x=1736; y=3064; width=55; height=38;
num=55; x=1670; y=3062; width=24; height=12;
num=56; x=1675; y=3052; width=24; height=6;
num=57; x=1741; y=3046; width=15; height=15;
num=58; x=1676; y=3037; width=13; height=11;
num=59; x=1638; y=3031; width=40; height=54;
num=60; x=1599; y=2997; width=443; height=146;
num=61; x=1597; y=2995; width=447; height=152;
num=62; x=1908; y=2946; width=6; height=8;
num=63; x=1816; y=2944; width=9; height=7;
num=64; x=1854; y=2943; width=15; height=10;
num=65; x=1906; y=2943; width=12; height=14;
num=66; x=1123; y=2938; width=4; height=4;
num=67; x=1120; y=2934; width=8; height=10;
