num=1; x=2121; y=3451; width=5; height=7;
num=2; x=2052; y=3433; width=5; height=5;
num=3; x=899; y=3408; width=3; height=5;
num=4; x=668; y=3292; width=3; height=4;
num=5; x=2207; y=3175; width=4; height=3;
num=6; x=24; y=3167; width=5; height=2;
num=7; x=922; y=3028; width=2; height=4;
num=8; x=115; y=2899; width=6; height=4;
num=9; x=2042; y=2895; width=4; height=2;
num=10; x=2294; y=2859; width=4; height=6;
num=11; x=1104; y=2786; width=13; height=18;
num=12; x=264; y=2763; width=4; height=4;
num=13; x=1788; y=2722; width=6; height=6;
num=14; x=2230; y=2656; width=8; height=6;
num=15; x=2130; y=2656; width=52; height=8;
num=16; x=1871; y=2655; width=11; height=11;
num=17; x=1896; y=2644; width=17; height=23;
num=18; x=2000; y=2642; width=4; height=4;
num=19; x=1958; y=2639; width=10; height=11;
num=20; x=2056; y=2634; width=22; height=29;
num=21; x=2010; y=2628; width=22; height=18;
num=22; x=1893; y=2622; width=8; height=17;
num=23; x=1888; y=2621; width=30; height=48;
num=24; x=2078; y=2619; width=13; height=11;
num=25; x=2055; y=2618; width=10; height=32;
num=26; x=1866; y=2611; width=20; height=57;
num=27; x=2139; y=2608; width=25; height=47;
num=28; x=1917; y=2606; width=73; height=72;
num=29; x=2080; y=2604; width=31; height=63;
num=30; x=1994; y=2604; width=48; height=69;
num=31; x=2096; y=2556; width=4; height=3;
num=32; x=2103; y=2546; width=9; height=15;
num=33; x=2224; y=2536; width=12; height=15;
num=34; x=1827; y=2535; width=8; height=20;
num=35; x=1947; y=2534; width=14; height=21;
num=36; x=1662; y=2534; width=20; height=7;
num=37; x=2068; y=2529; width=13; height=28;
num=38; x=1430; y=2528; width=33; height=6;
num=39; x=2188; y=2527; width=11; height=10;
num=40; x=1981; y=2527; width=6; height=5;
num=41; x=1017; y=2520; width=4; height=5;
num=42; x=2144; y=2520; width=8; height=4;
num=43; x=1663; y=2520; width=16; height=7;
num=44; x=2033; y=2519; width=5; height=3;
num=45; x=2088; y=2518; width=5; height=4;
num=46; x=2158; y=2515; width=4; height=3;
num=47; x=1433; y=2515; width=16; height=5;
num=48; x=1034; y=2515; width=24; height=19;
num=49; x=2293; y=2508; width=5; height=4;
num=50; x=1788; y=2508; width=25; height=34;
num=51; x=1988; y=2507; width=6; height=4;
num=52; x=1342; y=2505; width=25; height=17;
num=53; x=1113; y=2504; width=42; height=35;
num=54; x=1098; y=2503; width=11; height=26;
num=55; x=1584; y=2500; width=11; height=15;
num=56; x=1498; y=2501; width=51; height=58;
num=57; x=998; y=2499; width=32; height=44;
num=58; x=2282; y=2498; width=67; height=77;
num=59; x=861; y=2498; width=25; height=32;
num=60; x=960; y=2497; width=38; height=52;
num=61; x=2061; y=2496; width=24; height=65;
num=62; x=1895; y=2496; width=9; height=50;
num=63; x=1032; y=2496; width=12; height=8;
num=64; x=2185; y=2495; width=55; height=60;
num=65; x=1054; y=2495; width=39; height=49;
num=66; x=2019; y=2493; width=7; height=23;
num=67; x=1975; y=2493; width=38; height=59;
num=68; x=2152; y=2490; width=25; height=58;
num=69; x=1199; y=2489; width=41; height=48;
num=70; x=2142; y=2488; width=9; height=26;
num=71; x=2028; y=2488; width=30; height=65;
num=72; x=1852; y=2488; width=25; height=57;
num=73; x=1059; y=2487; width=16; height=10;
num=74; x=1331; y=2485; width=62; height=76;
num=75; x=1273; y=2485; width=45; height=61;
num=76; x=1787; y=2482; width=22; height=21;
num=77; x=851; y=2483; width=12; height=9;
num=78; x=1600; y=2482; width=20; height=35;
num=79; x=1912; y=2480; width=36; height=59;
num=80; x=1734; y=2480; width=37; height=69;
num=81; x=612; y=2479; width=23; height=19;
num=82; x=890; y=2479; width=26; height=51;
num=83; x=1783; y=2478; width=40; height=68;
num=84; x=1579; y=2476; width=22; height=43;
num=85; x=971; y=2476; width=22; height=40;
num=86; x=689; y=2473; width=7; height=17;
num=87; x=1553; y=2472; width=29; height=38;
num=88; x=829; y=2472; width=20; height=48;
num=89; x=1537; y=2466; width=20; height=43;
num=90; x=794; y=2465; width=30; height=38;
num=91; x=581; y=2462; width=21; height=30;
num=92; x=780; y=2457; width=9; height=52;
