num=1; x=1972; y=2192; width=3; height=3;
num=2; x=637; y=2088; width=2; height=7;
num=3; x=390; y=2064; width=4; height=4;
num=4; x=1826; y=1932; width=9; height=15;
num=5; x=1384; y=1926; width=23; height=19;
num=6; x=1700; y=1923; width=8; height=8;
num=7; x=1581; y=1919; width=9; height=11;
num=8; x=1287; y=1917; width=34; height=17;
num=9; x=1696; y=1915; width=26; height=21;
num=10; x=1578; y=1915; width=22; height=18;
num=11; x=1784; y=1914; width=7; height=14;
num=12; x=1270; y=1912; width=9; height=11;
num=13; x=1757; y=1911; width=9; height=16;
num=14; x=1421; y=1908; width=32; height=37;
num=15; x=1501; y=1907; width=27; height=33;
num=16; x=1139; y=1907; width=7; height=9;
num=17; x=1016; y=1907; width=11; height=12;
num=18; x=1266; y=1904; width=24; height=38;
num=19; x=1115; y=1904; width=11; height=15;
num=20; x=1707; y=1902; width=5; height=10;
num=21; x=1593; y=1900; width=4; height=10;
num=22; x=1493; y=1900; width=7; height=12;
num=23; x=1626; y=1899; width=33; height=34;
num=24; x=1526; y=1899; width=14; height=9;
num=25; x=1364; y=1896; width=19; height=14;
num=26; x=935; y=1893; width=13; height=15;
num=27; x=1168; y=1892; width=35; height=40;
num=28; x=1055; y=1892; width=11; height=10;
num=29; x=1567; y=1891; width=22; height=32;
num=30; x=618; y=1890; width=10; height=14;
num=31; x=1068; y=1889; width=18; height=38;
num=32; x=1680; y=1886; width=19; height=47;
num=33; x=691; y=1884; width=3; height=5;
num=34; x=1365; y=1883; width=19; height=17;
num=35; x=969; y=1884; width=8; height=23;
num=36; x=597; y=1884; width=6; height=14;
num=37; x=772; y=1882; width=5; height=14;
num=38; x=520; y=1878; width=10; height=10;
num=39; x=1243; y=1878; width=54; height=39;
num=40; x=1506; y=1877; width=12; height=41;
num=41; x=1353; y=1877; width=36; height=70;
num=42; x=1180; y=1876; width=6; height=14;
num=43; x=856; y=1876; width=9; height=10;
num=44; x=288; y=1874; width=13; height=17;
num=45; x=475; y=1872; width=7; height=12;
num=46; x=884; y=1872; width=24; height=41;
num=47; x=368; y=1870; width=8; height=14;
num=48; x=795; y=1870; width=5; height=10;
num=49; x=728; y=1870; width=8; height=13;
num=50; x=803; y=1869; width=6; height=7;
num=51; x=325; y=1868; width=18; height=19;
num=52; x=816; y=1866; width=23; height=41;
num=53; x=612; y=1864; width=22; height=44;
num=54; x=549; y=1864; width=25; height=30;
num=55; x=1260; y=1860; width=29; height=27;
num=56; x=754; y=1858; width=31; height=47;
num=57; x=279; y=1858; width=25; height=35;
num=58; x=369; y=1855; width=13; height=24;
num=59; x=665; y=1853; width=57; height=52;
num=60; x=516; y=1851; width=19; height=41;
num=61; x=365; y=1851; width=21; height=36;
num=62; x=310; y=1847; width=20; height=16;
num=63; x=277; y=1844; width=57; height=50;
num=64; x=461; y=1838; width=42; height=69;
num=65; x=201; y=1836; width=39; height=52;
num=66; x=393; y=1833; width=29; height=67;
num=67; x=311; y=1826; width=8; height=12;
num=68; x=320; y=1825; width=13; height=14;
num=69; x=287; y=1825; width=7; height=14;
num=70; x=1580; y=1755; width=4; height=4;
num=71; x=1971; y=1753; width=4; height=4;
num=72; x=1254; y=1752; width=15; height=7;
num=73; x=1106; y=1751; width=10; height=8;
num=74; x=1180; y=1746; width=16; height=20;
num=75; x=1965; y=1744; width=15; height=14;
num=76; x=1682; y=1744; width=9; height=17;
num=77; x=1622; y=1745; width=6; height=19;
num=78; x=1109; y=1744; width=15; height=20;
num=79; x=1947; y=1744; width=9; height=27;
num=80; x=1178; y=1743; width=21; height=25;
num=81; x=1252; y=1742; width=12; height=5;
num=82; x=922; y=1741; width=6; height=18;
num=83; x=1101; y=1740; width=26; height=27;
num=84; x=1572; y=1739; width=39; height=30;
num=85; x=1751; y=1737; width=49; height=30;
num=86; x=1391; y=1737; width=18; height=14;
num=87; x=683; y=1737; width=26; height=16;
num=88; x=1680; y=1736; width=28; height=34;
num=89; x=1662; y=1736; width=5; height=10;
num=90; x=1348; y=1736; width=33; height=29;
num=91; x=611; y=1736; width=7; height=8;
num=92; x=1873; y=1735; width=8; height=22;
num=93; x=1292; y=1735; width=7; height=26;
num=94; x=1003; y=1733; width=25; height=35;
num=95; x=215; y=1733; width=28; height=10;
num=96; x=720; y=1731; width=28; height=25;
num=97; x=2038; y=1730; width=9; height=17;
num=98; x=1273; y=1730; width=9; height=6;
num=99; x=838; y=1729; width=7; height=11;
num=100; x=2039; y=1729; width=36; height=48;
num=101; x=1444; y=1729; width=29; height=37;
num=102; x=1810; y=1728; width=45; height=39;
num=103; x=936; y=1728; width=29; height=37;
num=104; x=1914; y=1726; width=5; height=6;
num=105; x=837; y=1725; width=20; height=27;
num=106; x=1925; y=1725; width=4; height=9;
num=107; x=1284; y=1725; width=5; height=7;
num=108; x=1951; y=1724; width=8; height=8;
num=109; x=1611; y=1724; width=20; height=43;
num=110; x=1490; y=1724; width=33; height=49;
num=111; x=1886; y=1723; width=22; height=43;
num=112; x=364; y=1720; width=9; height=17;
num=113; x=1633; y=1719; width=34; height=42;
num=114; x=1231; y=1719; width=26; height=44;
num=115; x=866; y=1719; width=40; height=35;
num=116; x=1305; y=1718; width=20; height=54;
num=117; x=1068; y=1718; width=24; height=47;
num=118; x=936; y=1717; width=26; height=7;
num=119; x=361; y=1717; width=15; height=25;
num=120; x=2010; y=1716; width=10; height=12;
num=121; x=1558; y=1716; width=39; height=44;
num=122; x=825; y=1716; width=35; height=45;
num=123; x=907; y=1715; width=27; height=50;
num=124; x=663; y=1715; width=33; height=40;
num=125; x=505; y=1714; width=10; height=13;
num=126; x=1113; y=1712; width=13; height=20;
num=127; x=460; y=1712; width=4; height=7;
num=128; x=406; y=1711; width=18; height=32;
num=129; x=1093; y=1709; width=36; height=34;
num=130; x=449; y=1709; width=9; height=10;
num=131; x=277; y=1709; width=25; height=33;
num=132; x=2050; y=1708; width=6; height=42;
num=133; x=1961; y=1707; width=44; height=67;
num=134; x=1752; y=1707; width=29; height=32;
num=135; x=539; y=1707; width=24; height=41;
num=136; x=773; y=1706; width=22; height=51;
num=137; x=220; y=1706; width=19; height=8;
num=138; x=828; y=1704; width=31; height=12;
num=139; x=475; y=1704; width=26; height=45;
num=140; x=1145; y=1701; width=29; height=65;
num=141; x=943; y=1699; width=13; height=9;
num=142; x=374; y=1699; width=4; height=11;
num=143; x=684; y=1698; width=6; height=8;
num=144; x=1099; y=1696; width=7; height=13;
