num=1; x=1657; y=3507; width=5; height=5;
num=2; x=1380; y=3506; width=3; height=5;
num=3; x=1047; y=3499; width=13; height=6;
num=4; x=1810; y=3496; width=6; height=16;
num=5; x=1635; y=3494; width=17; height=11;
num=6; x=1130; y=3494; width=16; height=15;
num=7; x=1672; y=3492; width=23; height=20;
num=8; x=1312; y=3491; width=15; height=20;
num=9; x=1834; y=3490; width=9; height=22;
num=10; x=1604; y=3490; width=16; height=22;
num=11; x=1511; y=3490; width=6; height=21;
num=12; x=1123; y=3489; width=6; height=22;
num=13; x=1076; y=3489; width=20; height=21;
num=14; x=1767; y=3488; width=25; height=24;
num=15; x=1409; y=3487; width=6; height=24;
num=16; x=1370; y=3487; width=8; height=24;
num=17; x=1000; y=3487; width=20; height=23;
num=18; x=1382; y=3486; width=10; height=20;
num=19; x=1344; y=3486; width=3; height=4;
num=20; x=1175; y=3486; width=29; height=25;
num=21; x=1754; y=3485; width=20; height=27;
num=22; x=1262; y=3484; width=11; height=13;
num=23; x=1528; y=3484; width=16; height=10;
num=24; x=1513; y=3484; width=3; height=4;
num=25; x=1706; y=3483; width=36; height=29;
num=26; x=1535; y=3483; width=22; height=25;
num=27; x=1409; y=3483; width=3; height=5;
num=28; x=989; y=3483; width=26; height=13;
num=29; x=1094; y=3482; width=10; height=20;
num=30; x=1066; y=3481; width=6; height=29;
num=31; x=1333; y=3479; width=9; height=9;
num=32; x=1472; y=3479; width=27; height=32;
num=33; x=1430; y=3478; width=20; height=33;
num=34; x=1573; y=3477; width=27; height=35;
num=35; x=1213; y=3476; width=25; height=35;
num=36; x=1263; y=3473; width=11; height=13;
num=37; x=1336; y=3469; width=8; height=7;
num=38; x=1284; y=3469; width=22; height=26;
num=39; x=1249; y=3469; width=34; height=42;
num=40; x=1277; y=3466; width=32; height=45;
num=41; x=1325; y=3460; width=40; height=51;
num=42; x=1082; y=3450; width=33; height=28;
num=43; x=1071; y=3439; width=19; height=30;
num=44; x=1095; y=3435; width=6; height=27;
num=45; x=1081; y=3434; width=5; height=4;
num=46; x=1844; y=3425; width=7; height=9;
num=47; x=1548; y=3425; width=4; height=4;
num=48; x=1653; y=3419; width=6; height=6;
num=49; x=1552; y=3419; width=9; height=12;
num=50; x=1149; y=3418; width=5; height=14;
num=51; x=1546; y=3415; width=19; height=19;
num=52; x=1315; y=3413; width=13; height=18;
num=53; x=1301; y=3412; width=11; height=13;
num=54; x=1175; y=3412; width=19; height=8;
num=55; x=1885; y=3411; width=13; height=22;
num=56; x=1083; y=3410; width=15; height=12;
num=57; x=1253; y=3406; width=8; height=30;
num=58; x=1911; y=3405; width=7; height=20;
num=59; x=1389; y=3405; width=25; height=26;
num=60; x=1626; y=3404; width=9; height=30;
num=61; x=1270; y=3404; width=10; height=25;
num=62; x=1839; y=3402; width=29; height=37;
num=63; x=1708; y=3402; width=4; height=4;
num=64; x=1143; y=3401; width=17; height=22;
num=65; x=1823; y=3400; width=19; height=27;
num=66; x=1756; y=3400; width=25; height=35;
num=67; x=1276; y=3400; width=8; height=14;
num=68; x=1644; y=3399; width=25; height=29;
num=69; x=1217; y=3399; width=4; height=3;
num=70; x=1793; y=3397; width=16; height=38;
num=71; x=1572; y=3397; width=33; height=38;
num=72; x=1420; y=3397; width=33; height=40;
num=73; x=1074; y=3396; width=16; height=15;
num=74; x=1064; y=3395; width=7; height=27;
num=75; x=1199; y=3393; width=27; height=44;
num=76; x=1228; y=3392; width=9; height=21;
num=77; x=2187; y=3390; width=4; height=3;
num=78; x=2024; y=3390; width=5; height=4;
num=79; x=1858; y=3390; width=6; height=6;
num=80; x=1743; y=3390; width=29; height=13;
num=81; x=1711; y=3390; width=27; height=48;
num=82; x=1690; y=3390; width=6; height=6;
num=83; x=1511; y=3390; width=21; height=47;
num=84; x=1335; y=3390; width=29; height=44;
num=85; x=1195; y=3390; width=5; height=4;
num=86; x=1112; y=3390; width=24; height=37;
num=87; x=1005; y=3390; width=41; height=38;
num=88; x=2348; y=3389; width=5; height=5;
num=89; x=2268; y=3388; width=3; height=4;
num=90; x=1942; y=3388; width=3; height=3;
num=91; x=1278; y=3388; width=13; height=21;
num=92; x=1018; y=3388; width=19; height=26;
num=93; x=702; y=3388; width=3; height=4;
num=94; x=538; y=3388; width=4; height=3;
num=95; x=372; y=3388; width=5; height=4;
num=96; x=209; y=3388; width=3; height=5;
num=97; x=1442; y=3387; width=3; height=4;
num=98; x=868; y=3387; width=4; height=3;
num=99; x=1776; y=3385; width=2; height=8;
num=100; x=951; y=3384; width=2; height=4;
num=101; x=291; y=3384; width=2; height=4;
num=102; x=2254; y=3383; width=4; height=2;
num=103; x=2247; y=3383; width=4; height=3;
num=104; x=2189; y=3383; width=10; height=2;
num=105; x=2113; y=3383; width=7; height=2;
num=106; x=2107; y=3383; width=4; height=2;
num=107; x=2022; y=3383; width=4; height=3;
num=108; x=2015; y=3383; width=5; height=2;
num=109; x=1999; y=3383; width=8; height=3;
num=110; x=1990; y=3383; width=7; height=2;
num=111; x=1951; y=3383; width=37; height=4;
num=112; x=1943; y=3383; width=6; height=3;
num=113; x=1883; y=3383; width=9; height=3;
num=114; x=1866; y=3383; width=15; height=4;
num=115; x=1841; y=3383; width=24; height=4;
num=116; x=1752; y=3383; width=17; height=3;
num=117; x=1735; y=3383; width=15; height=5;
num=118; x=1726; y=3383; width=8; height=4;
num=119; x=1715; y=3383; width=9; height=4;
num=120; x=1711; y=3383; width=3; height=3;
num=121; x=1685; y=3383; width=24; height=48;
num=122; x=1677; y=3383; width=5; height=4;
num=123; x=1659; y=3383; width=17; height=4;
num=124; x=1654; y=3383; width=4; height=3;
num=125; x=1649; y=3383; width=3; height=3;
num=126; x=1607; y=3383; width=40; height=10;
num=127; x=1569; y=3383; width=7; height=3;
num=128; x=1509; y=3383; width=59; height=38;
num=129; x=1462; y=3383; width=45; height=52;
num=130; x=1436; y=3383; width=34; height=4;
num=131; x=1403; y=3383; width=32; height=4;
num=132; x=1399; y=3383; width=2; height=4;
num=133; x=1378; y=3383; width=14; height=3;
num=134; x=1314; y=3383; width=27; height=3;
num=135; x=1303; y=3383; width=9; height=2;
num=136; x=1284; y=3383; width=11; height=2;
num=137; x=1259; y=3383; width=5; height=3;
num=138; x=1205; y=3383; width=4; height=3;
num=139; x=1181; y=3383; width=6; height=2;
num=140; x=1176; y=3383; width=3; height=3;
num=141; x=455; y=3383; width=2; height=5;
num=142; x=2379; y=3382; width=5; height=2;
num=143; x=2276; y=3382; width=5; height=3;
num=144; x=2206; y=3382; width=4; height=3;
num=145; x=2159; y=3382; width=6; height=3;
num=146; x=2149; y=3382; width=5; height=4;
num=147; x=2133; y=3382; width=15; height=3;
num=148; x=2088; y=3382; width=13; height=3;
num=149; x=2027; y=3382; width=15; height=4;
num=150; x=2009; y=3382; width=4; height=4;
num=151; x=1576; y=3382; width=29; height=18;
num=152; x=1342; y=3382; width=34; height=5;
num=153; x=1273; y=3382; width=10; height=4;
num=154; x=1244; y=3382; width=5; height=3;
num=155; x=1190; y=3382; width=8; height=4;
num=156; x=1170; y=3382; width=4; height=3;
num=157; x=1151; y=3382; width=10; height=2;
num=158; x=1043; y=3381; width=6; height=3;
num=159; x=1032; y=3381; width=5; height=3;
num=160; x=1003; y=3381; width=5; height=2;
num=161; x=979; y=3381; width=5; height=5;
num=162; x=953; y=3381; width=5; height=2;
num=163; x=927; y=3381; width=5; height=1;
num=164; x=370; y=3381; width=4; height=2;
num=165; x=312; y=3381; width=4; height=2;
num=166; x=290; y=3381; width=13; height=4;
num=167; x=266; y=3381; width=5; height=2;
num=168; x=258; y=3381; width=5; height=2;
num=169; x=238; y=3381; width=6; height=3;
num=170; x=232; y=3381; width=5; height=3;
num=171; x=201; y=3381; width=6; height=3;
num=172; x=155; y=3381; width=5; height=2;
num=173; x=829; y=3380; width=4; height=3;
num=174; x=825; y=3380; width=3; height=4;
num=175; x=698; y=3380; width=6; height=2;
num=176; x=675; y=3380; width=7; height=3;
num=177; x=665; y=3380; width=7; height=3;
num=178; x=601; y=3380; width=5; height=3;
num=179; x=590; y=3380; width=4; height=2;
num=180; x=580; y=3380; width=4; height=3;
num=181; x=537; y=3380; width=9; height=3;
num=182; x=460; y=3380; width=4; height=2;
num=183; x=341; y=3380; width=8; height=3;
num=184; x=327; y=3380; width=7; height=3;
num=185; x=319; y=3380; width=7; height=2;
num=186; x=1279; y=3377; width=2; height=4;
num=187; x=979; y=3376; width=23; height=49;
num=188; x=1009; y=3375; width=23; height=22;
num=189; x=1688; y=3364; width=7; height=7;
num=190; x=1865; y=3362; width=19; height=10;
num=191; x=2067; y=3360; width=18; height=19;
num=192; x=1632; y=3357; width=12; height=17;
num=193; x=1460; y=3353; width=18; height=16;
num=194; x=1401; y=3353; width=19; height=8;
num=195; x=1846; y=3352; width=11; height=27;
num=196; x=1795; y=3351; width=8; height=7;
num=197; x=2030; y=3350; width=7; height=7;
num=198; x=1343; y=3351; width=16; height=15;
num=199; x=1958; y=3349; width=28; height=24;
num=200; x=1492; y=3349; width=21; height=9;
num=201; x=1862; y=3348; width=18; height=14;
num=202; x=1805; y=3347; width=6; height=6;
num=203; x=1997; y=3347; width=18; height=27;
num=204; x=1812; y=3346; width=8; height=5;
num=205; x=1224; y=3346; width=16; height=20;
num=206; x=1180; y=3344; width=7; height=9;
num=207; x=984; y=3343; width=12; height=7;
num=208; x=1022; y=3339; width=15; height=25;
num=209; x=1680; y=3339; width=22; height=35;
num=210; x=1050; y=3338; width=4; height=4;
num=211; x=1430; y=3337; width=26; height=33;
num=212; x=1779; y=3336; width=61; height=51;
num=213; x=2028; y=3335; width=12; height=8;
num=214; x=1339; y=3335; width=12; height=6;
num=215; x=979; y=3334; width=18; height=11;
num=216; x=1248; y=3334; width=32; height=27;
num=217; x=1517; y=3333; width=38; height=40;
num=218; x=1175; y=3332; width=14; height=15;
num=219; x=1065; y=3332; width=19; height=26;
num=220; x=1005; y=3333; width=35; height=34;
num=221; x=1890; y=3332; width=64; height=54;
num=222; x=1813; y=3331; width=13; height=8;
