num=1; x=552; y=3326; width=5; height=1;
num=2; x=1589; y=3325; width=17; height=7;
num=3; x=1441; y=3323; width=7; height=16;
num=4; x=457; y=3322; width=37; height=3;
num=5; x=441; y=3322; width=6; height=1;
num=6; x=431; y=3322; width=5; height=1;
num=7; x=1461; y=3320; width=7; height=6;
num=8; x=409; y=3321; width=15; height=2;
num=9; x=1458; y=3318; width=11; height=9;
num=10; x=281; y=3317; width=5; height=1;
num=11; x=267; y=3316; width=5; height=1;
num=12; x=1591; y=3310; width=10; height=9;
num=13; x=1439; y=3310; width=26; height=12;
num=14; x=1484; y=3309; width=7; height=27;
num=15; x=1475; y=3308; width=12; height=3;
num=16; x=1584; y=3303; width=22; height=20;
num=17; x=1518; y=3296; width=19; height=30;
num=18; x=1453; y=3294; width=9; height=7;
num=19; x=1578; y=3294; width=40; height=12;
num=20; x=1451; y=3294; width=22; height=12;
num=21; x=1536; y=3290; width=6; height=36;
num=22; x=1511; y=3290; width=23; height=31;
num=23; x=1636; y=3287; width=8; height=2;
num=24; x=1645; y=3286; width=6; height=2;
num=25; x=1602; y=3286; width=5; height=2;
num=26; x=640; y=3286; width=4; height=6;
num=27; x=1633; y=3283; width=44; height=44;
num=28; x=1451; y=3283; width=4; height=2;
num=29; x=1473; y=3279; width=3; height=3;
num=30; x=1597; y=3278; width=6; height=3;
num=31; x=1579; y=3271; width=24; height=23;
num=32; x=1436; y=3270; width=19; height=19;
num=33; x=660; y=3221; width=10; height=12;
num=34; x=544; y=3217; width=18; height=4;
num=35; x=580; y=3215; width=19; height=12;
num=36; x=574; y=3213; width=7; height=16;
num=37; x=590; y=3212; width=17; height=10;
num=38; x=1568; y=3209; width=2; height=6;
num=39; x=1375; y=3206; width=6; height=3;
num=40; x=1508; y=3204; width=8; height=4;
num=41; x=350; y=3202; width=8; height=15;
num=42; x=1414; y=3201; width=18; height=28;
num=43; x=620; y=3200; width=5; height=13;
num=44; x=520; y=3201; width=13; height=19;
num=45; x=583; y=3198; width=10; height=12;
num=46; x=490; y=3199; width=6; height=9;
num=47; x=455; y=3198; width=3; height=10;
num=48; x=305; y=3195; width=4; height=7;
num=49; x=352; y=3194; width=8; height=4;
num=50; x=1414; y=3193; width=37; height=19;
num=51; x=159; y=3193; width=4; height=10;
num=52; x=258; y=3192; width=10; height=12;
num=53; x=439; y=3191; width=5; height=18;
num=54; x=1367; y=3190; width=5; height=2;
num=55; x=487; y=3190; width=8; height=5;
num=56; x=425; y=3190; width=4; height=6;
num=57; x=352; y=3189; width=5; height=3;
num=58; x=971; y=3188; width=7; height=5;
num=59; x=303; y=3188; width=16; height=17;
num=60; x=540; y=3187; width=21; height=27;
num=61; x=640; y=3186; width=17; height=39;
num=62; x=606; y=3186; width=26; height=36;
num=63; x=474; y=3186; width=6; height=20;
num=64; x=369; y=3185; width=14; height=27;
num=65; x=527; y=3184; width=6; height=8;
num=66; x=571; y=3183; width=30; height=29;
num=67; x=1416; y=3181; width=21; height=4;
num=68; x=339; y=3181; width=30; height=8;
num=69; x=424; y=3179; width=36; height=37;
num=70; x=1310; y=3177; width=23; height=11;
num=71; x=1276; y=3177; width=8; height=25;
num=72; x=86; y=3177; width=2; height=4;
num=73; x=1593; y=3176; width=15; height=38;
num=74; x=1545; y=3175; width=7; height=38;
num=75; x=1241; y=3175; width=11; height=12;
num=76; x=549; y=3175; width=7; height=8;
num=77; x=282; y=3175; width=3; height=8;
num=78; x=270; y=3175; width=8; height=7;
num=79; x=372; y=3174; width=12; height=13;
num=80; x=245; y=3174; width=14; height=27;
num=81; x=1486; y=3173; width=19; height=33;
num=82; x=1497; y=3171; width=43; height=47;
num=83; x=1073; y=3170; width=16; height=15;
num=84; x=216; y=3170; width=17; height=39;
num=85; x=1115; y=3169; width=8; height=31;
num=86; x=359; y=3168; width=6; height=11;
num=87; x=1594; y=3167; width=10; height=8;
num=88; x=1260; y=3167; width=4; height=4;
num=89; x=1250; y=3166; width=6; height=4;
num=90; x=1222; y=3166; width=7; height=28;
num=91; x=590; y=3166; width=6; height=12;
num=92; x=1188; y=3165; width=25; height=26;
num=93; x=178; y=3163; width=30; height=46;
num=94; x=1559; y=3162; width=16; height=37;
num=95; x=1087; y=3162; width=6; height=5;
num=96; x=1093; y=3161; width=5; height=7;
num=97; x=1049; y=3160; width=10; height=36;
num=98; x=1303; y=3159; width=6; height=48;
num=99; x=1347; y=3158; width=28; height=55;
num=100; x=1268; y=3158; width=17; height=28;
num=101; x=118; y=3158; width=28; height=53;
num=102; x=1451; y=3157; width=29; height=63;
num=103; x=1132; y=3157; width=22; height=46;
num=104; x=1407; y=3156; width=27; height=30;
