num=1; x=172; y=3426; width=20; height=7;
num=2; x=192; y=3421; width=2; height=4;
num=3; x=208; y=3419; width=10; height=2;
num=4; x=202; y=3410; width=4; height=2;
num=5; x=194; y=3410; width=6; height=9;
num=6; x=2117; y=3392; width=30; height=6;
num=7; x=2243; y=3389; width=33; height=37;
num=8; x=2208; y=3362; width=24; height=54;
num=9; x=2199; y=3361; width=14; height=53;
num=10; x=2042; y=3360; width=44; height=65;
num=11; x=2254; y=3357; width=21; height=28;
num=12; x=2240; y=3354; width=58; height=82;
num=13; x=1194; y=3341; width=9; height=6;
num=14; x=2002; y=3278; width=2; height=4;
num=15; x=1302; y=3270; width=7; height=25;
num=16; x=1588; y=3246; width=7; height=21;
num=17; x=1095; y=3234; width=17; height=49;
num=18; x=1852; y=3231; width=6; height=31;
num=19; x=1101; y=3225; width=45; height=74;
num=20; x=1777; y=3219; width=46; height=19;
num=21; x=2027; y=3216; width=7; height=29;
num=22; x=1164; y=3213; width=46; height=67;
num=23; x=1516; y=3211; width=27; height=44;
num=24; x=2024; y=3209; width=8; height=5;
num=25; x=1765; y=3203; width=25; height=14;
num=26; x=2229; y=3197; width=14; height=29;
num=27; x=2345; y=3195; width=41; height=8;
num=28; x=1896; y=3190; width=8; height=6;
num=29; x=1520; y=3187; width=26; height=52;
num=30; x=1459; y=3187; width=49; height=77;
num=31; x=1683; y=3182; width=40; height=66;
num=32; x=1511; y=3182; width=39; height=76;
num=33; x=1185; y=3180; width=5; height=2;
num=34; x=1759; y=3178; width=14; height=63;
num=35; x=1677; y=3174; width=50; height=78;
num=36; x=1749; y=3167; width=36; height=11;
num=37; x=345; y=3155; width=4; height=2;
num=38; x=2348; y=3152; width=20; height=12;
num=39; x=2105; y=3150; width=22; height=27;
num=40; x=1885; y=3149; width=50; height=95;
num=41; x=371; y=3148; width=4; height=5;
num=42; x=2102; y=3146; width=34; height=72;
num=43; x=1942; y=3146; width=44; height=76;
num=44; x=2339; y=3142; width=8; height=52;
num=45; x=2266; y=3142; width=14; height=62;
num=46; x=2281; y=3138; width=31; height=63;
num=47; x=2164; y=3135; width=37; height=84;
num=48; x=373; y=3131; width=4; height=4;
num=49; x=350; y=3125; width=3; height=3;
num=50; x=2334; y=3121; width=37; height=8;
num=51; x=301; y=3119; width=10; height=9;
num=52; x=364; y=3113; width=16; height=73;
num=53; x=334; y=3111; width=15; height=20;
num=54; x=187; y=3093; width=155; height=103;
num=55; x=270; y=3091; width=37; height=17;
num=56; x=1475; y=3073; width=26; height=11;
num=57; x=2324; y=3067; width=3; height=7;
num=58; x=1714; y=3059; width=24; height=5;
num=59; x=1923; y=3038; width=8; height=28;
num=60; x=1711; y=3037; width=18; height=8;
num=61; x=2300; y=3035; width=15; height=11;
num=62; x=1026; y=3028; width=78; height=66;
num=63; x=1475; y=3023; width=46; height=86;
num=64; x=1525; y=3022; width=16; height=25;
num=65; x=2296; y=3013; width=20; height=15;
num=66; x=2173; y=3003; width=9; height=7;
num=67; x=1903; y=3002; width=33; height=62;
num=68; x=2105; y=2995; width=63; height=81;
num=69; x=899; y=2911; width=4; height=5;
num=70; x=627; y=2898; width=8; height=5;
num=71; x=854; y=2897; width=15; height=20;
num=72; x=902; y=2888; width=4; height=6;
num=73; x=1007; y=2887; width=47; height=17;
num=74; x=1001; y=2878; width=58; height=28;
num=75; x=904; y=2874; width=4; height=4;
num=76; x=622; y=2865; width=22; height=27;
num=77; x=882; y=2865; width=13; height=18;
num=78; x=534; y=2863; width=13; height=47;
num=79; x=638; y=2861; width=8; height=7;
num=80; x=620; y=2861; width=9; height=7;
num=81; x=604; y=2860; width=13; height=10;
num=82; x=954; y=2859; width=3; height=5;
num=83; x=895; y=2858; width=3; height=5;
num=84; x=941; y=2856; width=4; height=4;
num=85; x=852; y=2855; width=24; height=16;
num=86; x=2399; y=2851; width=4; height=11;
num=87; x=913; y=2851; width=2; height=5;
num=88; x=1002; y=2846; width=40; height=33;
num=89; x=523; y=2846; width=61; height=47;
num=90; x=844; y=2843; width=24; height=10;
num=91; x=936; y=2842; width=55; height=62;
num=92; x=617; y=2838; width=20; height=24;
num=93; x=589; y=2830; width=63; height=80;
num=94; x=742; y=2822; width=75; height=71;
num=95; x=659; y=2822; width=59; height=72;
num=96; x=880; y=2811; width=49; height=98;
num=97; x=588; y=2743; width=5; height=3;
num=98; x=590; y=2737; width=4; height=4;
num=99; x=1355; y=2730; width=4; height=3;
num=100; x=1560; y=2729; width=6; height=5;
num=101; x=539; y=2723; width=4; height=4;
num=102; x=594; y=2721; width=4; height=4;
num=103; x=767; y=2715; width=5; height=5;
num=104; x=861; y=2714; width=4; height=4;
num=105; x=595; y=2713; width=4; height=4;
num=106; x=1275; y=2694; width=4; height=5;
num=107; x=532; y=2691; width=5; height=3;
num=108; x=1274; y=2688; width=4; height=6;
num=109; x=538; y=2684; width=57; height=83;
num=110; x=1345; y=2680; width=4; height=5;
num=111; x=1382; y=2679; width=4; height=4;
num=112; x=1270; y=2677; width=29; height=49;
num=113; x=691; y=2675; width=84; height=80;
num=114; x=525; y=2673; width=76; height=98;
num=115; x=1347; y=2671; width=4; height=4;
num=116; x=1238; y=2663; width=24; height=19;
num=117; x=844; y=2661; width=115; height=93;
num=118; x=1348; y=2659; width=36; height=64;
num=119; x=1336; y=2656; width=54; height=76;
num=120; x=1422; y=2646; width=95; height=95;
num=121; x=354; y=2599; width=4; height=6;
num=122; x=367; y=2588; width=32; height=8;
num=123; x=675; y=2585; width=4; height=4;
num=124; x=225; y=2579; width=41; height=22;
num=125; x=827; y=2569; width=6; height=4;
num=126; x=1218; y=2559; width=2; height=4;
num=127; x=681; y=2558; width=9; height=13;
num=128; x=683; y=2554; width=4; height=4;
num=129; x=420; y=2554; width=37; height=23;
num=130; x=709; y=2552; width=5; height=6;
num=131; x=671; y=2552; width=7; height=28;
num=132; x=981; y=2551; width=2; height=5;
num=133; x=521; y=2550; width=7; height=20;
num=134; x=692; y=2549; width=17; height=16;
num=135; x=666; y=2549; width=5; height=4;
num=136; x=517; y=2541; width=61; height=49;
num=137; x=1536; y=2540; width=2; height=8;
num=138; x=751; y=2538; width=23; height=30;
num=139; x=744; y=2538; width=4; height=4;
num=140; x=381; y=2537; width=20; height=25;
num=141; x=636; y=2536; width=5; height=7;
num=142; x=2440; y=2533; width=1; height=5;
num=143; x=635; y=2532; width=4; height=4;
num=144; x=689; y=2529; width=24; height=21;
num=145; x=372; y=2529; width=35; height=36;
num=146; x=305; y=2523; width=62; height=100;
num=147; x=680; y=2513; width=5; height=8;
num=148; x=740; y=2513; width=40; height=58;
num=149; x=451; y=2512; width=55; height=82;
num=150; x=2213; y=2504; width=4; height=3;
num=151; x=677; y=2494; width=7; height=14;
num=152; x=675; y=2484; width=17; height=9;
num=153; x=1202; y=2483; width=58; height=88;
num=154; x=1166; y=2483; width=26; height=84;
num=155; x=610; y=2481; width=116; height=119;
num=156; x=1075; y=2475; width=46; height=48;
num=157; x=744; y=2465; width=102; height=120;
num=158; x=1059; y=2461; width=70; height=103;
num=159; x=784; y=2460; width=41; height=31;
num=160; x=290; y=2389; width=5; height=6;
num=161; x=2136; y=2377; width=14; height=7;
num=162; x=1019; y=2368; width=4; height=8;
num=163; x=2135; y=2347; width=8; height=4;
num=164; x=2130; y=2347; width=4; height=4;
num=165; x=2124; y=2347; width=4; height=4;
num=166; x=2119; y=2347; width=3; height=4;
num=167; x=2144; y=2346; width=11; height=5;
num=168; x=2096; y=2346; width=18; height=4;
num=169; x=2156; y=2345; width=13; height=6;
num=170; x=2090; y=2345; width=6; height=3;
num=171; x=2076; y=2345; width=8; height=2;
num=172; x=2063; y=2343; width=6; height=3;
num=173; x=2028; y=2337; width=7; height=3;
num=174; x=2019; y=2332; width=4; height=2;
num=175; x=1988; y=2312; width=4; height=4;
num=176; x=454; y=2311; width=19; height=32;
num=177; x=761; y=2309; width=4; height=4;
num=178; x=1842; y=2306; width=4; height=4;
num=179; x=1982; y=2305; width=4; height=3;
num=180; x=2444; y=2300; width=1; height=6;
num=181; x=1977; y=2299; width=4; height=6;
num=182; x=1394; y=2295; width=2; height=5;
num=183; x=497; y=2295; width=26; height=31;
num=184; x=1971; y=2293; width=6; height=6;
num=185; x=1457; y=2290; width=4; height=4;
num=186; x=1273; y=2289; width=4; height=4;
num=187; x=1428; y=2287; width=4; height=3;
num=188; x=877; y=2286; width=4; height=4;
num=189; x=1434; y=2283; width=4; height=7;
num=190; x=1488; y=2280; width=4; height=4;
num=191; x=1503; y=2278; width=27; height=12;
num=192; x=1164; y=2278; width=6; height=8;
num=193; x=1736; y=2277; width=34; height=14;
num=194; x=1377; y=2276; width=4; height=4;
num=195; x=2093; y=2276; width=8; height=8;
num=196; x=1398; y=2276; width=2; height=9;
num=197; x=1447; y=2275; width=18; height=41;
num=198; x=1382; y=2274; width=4; height=4;
num=199; x=548; y=2275; width=51; height=26;
num=200; x=2414; y=2274; width=2; height=5;
num=201; x=1771; y=2272; width=9; height=5;
num=202; x=1357; y=2271; width=2; height=4;
num=203; x=1378; y=2268; width=4; height=4;
num=204; x=2105; y=2268; width=13; height=7;
num=205; x=1398; y=2268; width=3; height=8;
num=206; x=1381; y=2265; width=5; height=5;
num=207; x=1335; y=2265; width=2; height=5;
num=208; x=843; y=2264; width=34; height=49;
num=209; x=1296; y=2262; width=4; height=5;
num=210; x=1782; y=2262; width=7; height=8;
num=211; x=1418; y=2262; width=7; height=18;
num=212; x=838; y=2261; width=74; height=67;
num=213; x=2118; y=2258; width=4; height=5;
num=214; x=1792; y=2258; width=4; height=3;
num=215; x=435; y=2257; width=63; height=91;
num=216; x=1374; y=2255; width=35; height=29;
num=217; x=1073; y=2255; width=90; height=43;
num=218; x=1820; y=2252; width=4; height=4;
num=219; x=736; y=2251; width=32; height=66;
num=220; x=612; y=2250; width=60; height=72;
num=221; x=1820; y=2248; width=4; height=4;
num=222; x=1800; y=2249; width=8; height=9;
num=223; x=195; y=2249; width=3; height=5;
num=224; x=500; y=2248; width=34; height=32;
num=225; x=1809; y=2247; width=5; height=4;
num=226; x=1015; y=2246; width=30; height=68;
num=227; x=1810; y=2242; width=17; height=22;
num=228; x=1610; y=2241; width=4; height=5;
num=229; x=1351; y=2242; width=42; height=69;
num=230; x=755; y=2242; width=57; height=86;
num=231; x=1866; y=2241; width=3; height=5;
num=232; x=1025; y=2240; width=10; height=6;
num=233; x=1613; y=2237; width=4; height=5;
num=234; x=1008; y=2238; width=43; height=80;
num=235; x=1238; y=2235; width=6; height=4;
num=236; x=1857; y=2233; width=4; height=4;
num=237; x=1242; y=2233; width=4; height=4;
num=238; x=2092; y=2233; width=29; height=42;
num=239; x=2303; y=2232; width=5; height=4;
num=240; x=1769; y=2230; width=4; height=4;
num=241; x=1621; y=2229; width=5; height=8;
num=242; x=1860; y=2222; width=5; height=5;
num=243; x=1484; y=2221; width=4; height=5;
num=244; x=2301; y=2221; width=1; height=6;
num=245; x=1635; y=2220; width=4; height=4;
num=246; x=2323; y=2219; width=4; height=5;
num=247; x=1638; y=2218; width=4; height=4;
num=248; x=1007; y=2218; width=4; height=5;
num=249; x=1485; y=2214; width=4; height=4;
num=250; x=2154; y=2211; width=70; height=164;
num=251; x=1221; y=2211; width=82; height=87;
num=252; x=2095; y=2209; width=13; height=24;
num=253; x=1749; y=2208; width=4; height=4;
num=254; x=1480; y=2207; width=19; height=112;
num=255; x=1605; y=2205; width=86; height=76;
num=256; x=2019; y=2202; width=53; height=82;
num=257; x=1956; y=2202; width=41; height=90;
num=258; x=1753; y=2198; width=4; height=4;
num=259; x=2078; y=2196; width=38; height=25;
num=260; x=2000; y=2195; width=13; height=6;
num=261; x=1746; y=2193; width=60; height=78;
num=262; x=1835; y=2191; width=55; height=132;
num=263; x=2117; y=2177; width=69; height=33;
num=264; x=2014; y=2174; width=102; height=21;
num=265; x=1174; y=2169; width=4; height=5;
num=266; x=2444; y=2152; width=1; height=8;
num=267; x=514; y=2141; width=31; height=21;
num=268; x=633; y=2137; width=39; height=15;
num=269; x=576; y=2125; width=41; height=28;
num=270; x=663; y=2121; width=6; height=5;
num=271; x=853; y=2115; width=16; height=32;
num=272; x=1392; y=2108; width=27; height=42;
num=273; x=848; y=2106; width=51; height=45;
num=274; x=442; y=2103; width=70; height=88;
num=275; x=518; y=2094; width=22; height=35;
num=276; x=1362; y=2091; width=20; height=12;
num=277; x=615; y=2090; width=24; height=79;
num=278; x=1057; y=2088; width=99; height=38;
num=279; x=1008; y=2087; width=25; height=57;
num=280; x=1568; y=2086; width=59; height=14;
num=281; x=746; y=2082; width=25; height=37;
num=282; x=1001; y=2080; width=39; height=67;
num=283; x=1329; y=2078; width=39; height=59;
num=284; x=728; y=2071; width=75; height=98;
num=285; x=1543; y=2067; width=47; height=42;
num=286; x=1431; y=2060; width=51; height=91;
num=287; x=1392; y=2058; width=2; height=4;
num=288; x=1184; y=2057; width=60; height=72;
num=289; x=2177; y=2053; width=4; height=2;
num=290; x=1652; y=2052; width=51; height=64;
num=291; x=1719; y=2048; width=56; height=70;
num=292; x=1507; y=2041; width=2; height=7;
num=293; x=2190; y=2023; width=3; height=4;
num=294; x=2443; y=1999; width=2; height=15;
num=295; x=2440; y=1955; width=2; height=5;
num=296; x=1103; y=1952; width=5; height=3;
num=297; x=314; y=1945; width=4; height=4;
num=298; x=987; y=1931; width=21; height=11;
num=299; x=381; y=1920; width=62; height=9;
num=300; x=834; y=1919; width=46; height=36;
num=301; x=558; y=1918; width=29; height=37;
num=302; x=323; y=1914; width=5; height=5;
num=303; x=2240; y=1911; width=9; height=12;
num=304; x=956; y=1908; width=29; height=22;
num=305; x=737; y=1904; width=49; height=57;
num=306; x=344; y=1899; width=7; height=20;
num=307; x=904; y=1898; width=36; height=46;
num=308; x=832; y=1898; width=32; height=19;
num=309; x=339; y=1896; width=19; height=30;
num=310; x=671; y=1893; width=4; height=4;
num=311; x=450; y=1891; width=4; height=2;
num=312; x=700; y=1888; width=5; height=5;
num=313; x=506; y=1888; width=26; height=65;
num=314; x=435; y=1884; width=44; height=72;
num=315; x=275; y=1882; width=84; height=94;
num=316; x=740; y=1879; width=25; height=6;
num=317; x=540; y=1867; width=70; height=91;
num=318; x=788; y=1863; width=63; height=90;
num=319; x=691; y=1862; width=3; height=4;
num=320; x=618; y=1858; width=48; height=101;
num=321; x=662; y=1850; width=72; height=118;
num=322; x=2442; y=1849; width=3; height=20;
num=323; x=1402; y=1828; width=4; height=2;
num=324; x=1040; y=1823; width=8; height=5;
num=325; x=815; y=1818; width=4; height=4;
num=326; x=1129; y=1817; width=5; height=4;
num=327; x=808; y=1816; width=4; height=4;
num=328; x=1303; y=1815; width=6; height=3;
num=329; x=1130; y=1814; width=4; height=4;
num=330; x=1137; y=1814; width=3; height=4;
num=331; x=1159; y=1812; width=2; height=4;
num=332; x=1285; y=1808; width=4; height=4;
num=333; x=708; y=1808; width=4; height=4;
num=334; x=1136; y=1807; width=4; height=4;
num=335; x=1156; y=1807; width=3; height=5;
num=336; x=1133; y=1806; width=4; height=4;
num=337; x=1130; y=1806; width=4; height=4;
num=338; x=370; y=1806; width=4; height=4;
num=339; x=1018; y=1806; width=31; height=16;
num=340; x=1653; y=1804; width=30; height=6;
num=341; x=1211; y=1802; width=6; height=5;
num=342; x=1135; y=1802; width=3; height=5;
num=343; x=1150; y=1802; width=4; height=4;
num=344; x=804; y=1802; width=4; height=6;
num=345; x=911; y=1800; width=4; height=5;
num=346; x=714; y=1800; width=4; height=5;
num=347; x=1343; y=1799; width=4; height=4;
num=348; x=939; y=1798; width=4; height=4;
num=349; x=458; y=1798; width=4; height=5;
num=350; x=1281; y=1797; width=4; height=4;
num=351; x=997; y=1796; width=4; height=7;
num=352; x=717; y=1796; width=4; height=5;
num=353; x=895; y=1795; width=5; height=5;
num=354; x=1138; y=1794; width=4; height=4;
num=355; x=1185; y=1793; width=4; height=4;
num=356; x=1333; y=1792; width=4; height=6;
num=357; x=460; y=1792; width=5; height=4;
num=358; x=1049; y=1791; width=4; height=4;
num=359; x=1353; y=1791; width=3; height=4;
num=360; x=1136; y=1790; width=5; height=4;
num=361; x=720; y=1789; width=4; height=4;
num=362; x=445; y=1789; width=4; height=4;
num=363; x=1492; y=1789; width=2; height=6;
num=364; x=1358; y=1789; width=4; height=7;
num=365; x=1892; y=1787; width=19; height=20;
num=366; x=587; y=1785; width=4; height=4;
num=367; x=2143; y=1784; width=25; height=28;
num=368; x=984; y=1784; width=4; height=6;
num=369; x=899; y=1784; width=4; height=4;
num=370; x=1188; y=1783; width=4; height=4;
num=371; x=1031; y=1783; width=3; height=5;
num=372; x=988; y=1782; width=5; height=4;
num=373; x=1364; y=1782; width=13; height=9;
num=374; x=980; y=1781; width=3; height=5;
num=375; x=2176; y=1780; width=11; height=4;
num=376; x=1329; y=1778; width=5; height=6;
num=377; x=997; y=1778; width=5; height=5;
num=378; x=1279; y=1777; width=5; height=6;
num=379; x=1163; y=1777; width=5; height=4;
num=380; x=900; y=1776; width=18; height=30;
num=381; x=1329; y=1775; width=4; height=4;
num=382; x=1285; y=1775; width=3; height=5;
num=383; x=997; y=1773; width=4; height=4;
num=384; x=467; y=1773; width=4; height=4;
num=385; x=1178; y=1772; width=6; height=7;
num=386; x=1204; y=1771; width=5; height=4;
num=387; x=903; y=1771; width=6; height=8;
num=388; x=1263; y=1770; width=4; height=6;
num=389; x=1198; y=1770; width=4; height=4;
num=390; x=1177; y=1771; width=7; height=10;
num=391; x=1145; y=1770; width=6; height=6;
num=392; x=688; y=1770; width=5; height=5;
num=393; x=2105; y=1770; width=3; height=5;
num=394; x=1201; y=1769; width=4; height=5;
num=395; x=1718; y=1768; width=5; height=8;
num=396; x=1285; y=1768; width=6; height=6;
num=397; x=1141; y=1768; width=24; height=26;
num=398; x=1209; y=1767; width=4; height=4;
num=399; x=894; y=1768; width=52; height=48;
num=400; x=1202; y=1766; width=5; height=3;
num=401; x=996; y=1766; width=4; height=4;
num=402; x=1833; y=1766; width=9; height=33;
num=403; x=1381; y=1766; width=32; height=64;
num=404; x=1211; y=1765; width=6; height=4;
num=405; x=1061; y=1765; width=4; height=4;
num=406; x=1983; y=1764; width=14; height=17;
num=407; x=1462; y=1764; width=4; height=4;
num=408; x=852; y=1765; width=2; height=5;
num=409; x=836; y=1765; width=17; height=23;
num=410; x=823; y=1764; width=4; height=4;
num=411; x=690; y=1763; width=5; height=4;
num=412; x=449; y=1763; width=20; height=38;
num=413; x=1962; y=1761; width=7; height=7;
num=414; x=1859; y=1762; width=6; height=24;
num=415; x=1516; y=1761; width=5; height=4;
num=416; x=724; y=1761; width=5; height=5;
num=417; x=1764; y=1761; width=43; height=50;
num=418; x=1294; y=1760; width=4; height=4;
num=419; x=1258; y=1760; width=4; height=5;
num=420; x=1127; y=1761; width=52; height=70;
num=421; x=1131; y=1760; width=4; height=4;
num=422; x=1025; y=1760; width=6; height=4;
num=423; x=999; y=1760; width=4; height=4;
num=424; x=459; y=1760; width=4; height=4;
num=425; x=1047; y=1759; width=15; height=16;
num=426; x=1031; y=1759; width=5; height=4;
num=427; x=1463; y=1757; width=4; height=6;
num=428; x=2093; y=1757; width=11; height=26;
num=429; x=1643; y=1757; width=38; height=35;
num=430; x=1277; y=1757; width=28; height=65;
num=431; x=1133; y=1756; width=4; height=4;
num=432; x=1257; y=1755; width=4; height=4;
num=433; x=828; y=1755; width=4; height=4;
num=434; x=1126; y=1754; width=5; height=6;
num=435; x=723; y=1754; width=6; height=6;
num=436; x=444; y=1755; width=58; height=51;
num=437; x=1515; y=1753; width=8; height=8;
num=438; x=1151; y=1754; width=3; height=5;
num=439; x=1979; y=1753; width=9; height=3;
num=440; x=1957; y=1753; width=45; height=53;
num=441; x=1875; y=1753; width=49; height=58;
num=442; x=1326; y=1753; width=26; height=52;
num=443; x=1698; y=1752; width=44; height=59;
num=444; x=853; y=1752; width=26; height=75;
num=445; x=280; y=1752; width=44; height=76;
num=446; x=1141; y=1750; width=4; height=5;
num=447; x=734; y=1751; width=19; height=14;
num=448; x=720; y=1751; width=15; height=24;
num=449; x=1180; y=1749; width=6; height=6;
num=450; x=1034; y=1749; width=10; height=13;
num=451; x=1557; y=1748; width=5; height=8;
num=452; x=2053; y=1747; width=15; height=19;
num=453; x=1259; y=1746; width=4; height=4;
num=454; x=696; y=1746; width=4; height=4;
num=455; x=996; y=1745; width=4; height=4;
num=456; x=341; y=1746; width=44; height=66;
num=457; x=1154; y=1744; width=3; height=5;
num=458; x=816; y=1744; width=17; height=24;
num=459; x=2051; y=1743; width=5; height=4;
num=460; x=997; y=1741; width=5; height=4;
num=461; x=1557; y=1740; width=5; height=10;
num=462; x=1258; y=1739; width=5; height=6;
num=463; x=804; y=1740; width=35; height=87;
num=464; x=670; y=1740; width=58; height=75;
num=465; x=1178; y=1739; width=46; height=86;
num=466; x=2021; y=1735; width=48; height=73;
num=467; x=1256; y=1735; width=20; height=53;
num=468; x=1008; y=1735; width=74; height=111;
num=469; x=1140; y=1733; width=5; height=4;
num=470; x=2108; y=1733; width=66; height=82;
num=471; x=1552; y=1731; width=73; height=98;
num=472; x=2045; y=1730; width=4; height=3;
num=473; x=1120; y=1730; width=46; height=36;
num=474; x=970; y=1730; width=39; height=93;
num=475; x=1435; y=1729; width=48; height=94;
num=476; x=2051; y=1728; width=7; height=3;
num=477; x=1481; y=1726; width=52; height=100;
num=478; x=556; y=1725; width=84; height=98;
num=479; x=2396; y=1723; width=3; height=3;
num=480; x=2442; y=1704; width=3; height=18;
num=481; x=2024; y=1674; width=16; height=23;
num=482; x=1877; y=1667; width=4; height=3;
