num=1; x=1519; y=3406; width=5; height=8;
num=2; x=853; y=3317; width=11; height=10;
num=3; x=824; y=3311; width=11; height=10;
num=4; x=508; y=3306; width=27; height=8;
num=5; x=788; y=3299; width=6; height=6;
num=6; x=654; y=3298; width=6; height=10;
num=7; x=580; y=3298; width=42; height=27;
num=8; x=551; y=3296; width=17; height=34;
num=9; x=723; y=3294; width=11; height=11;
num=10; x=548; y=3295; width=7; height=16;
num=11; x=730; y=3293; width=7; height=5;
num=12; x=470; y=3294; width=27; height=34;
num=13; x=705; y=3291; width=10; height=8;
num=14; x=718; y=3284; width=13; height=9;
num=15; x=639; y=3282; width=41; height=47;
num=16; x=820; y=3281; width=30; height=43;
num=17; x=784; y=3280; width=24; height=40;
num=18; x=698; y=3279; width=63; height=42;
num=19; x=1122; y=3227; width=2; height=4;
num=20; x=1072; y=3211; width=11; height=16;
num=21; x=1140; y=3208; width=10; height=14;
num=22; x=790; y=3206; width=7; height=11;
num=23; x=1161; y=3205; width=9; height=24;
num=24; x=615; y=3205; width=26; height=9;
num=25; x=1114; y=3204; width=22; height=32;
num=26; x=1174; y=3201; width=26; height=33;
num=27; x=1214; y=3200; width=37; height=47;
num=28; x=920; y=3199; width=13; height=11;
num=29; x=912; y=3197; width=37; height=32;
num=30; x=735; y=3196; width=7; height=7;
num=31; x=744; y=3194; width=6; height=4;
num=32; x=521; y=3195; width=21; height=31;
num=33; x=1057; y=3194; width=39; height=50;
num=34; x=614; y=3193; width=21; height=6;
num=35; x=593; y=3192; width=14; height=28;
num=36; x=505; y=3191; width=18; height=44;
num=37; x=677; y=3189; width=40; height=30;
num=38; x=553; y=3188; width=14; height=50;
num=39; x=791; y=3184; width=29; height=29;
num=40; x=839; y=3184; width=51; height=47;
num=41; x=478; y=3183; width=4; height=4;
num=42; x=657; y=3182; width=20; height=50;
num=43; x=786; y=3180; width=38; height=43;
num=44; x=958; y=3177; width=20; height=6;
num=45; x=729; y=3177; width=44; height=49;
num=46; x=460; y=3177; width=38; height=56;
num=47; x=991; y=3173; width=12; height=16;
num=48; x=987; y=3160; width=19; height=32;
num=49; x=1018; y=3159; width=29; height=33;
num=50; x=403; y=3117; width=7; height=5;
num=51; x=387; y=3108; width=33; height=35;
num=52; x=398; y=3098; width=9; height=4;
num=53; x=429; y=3094; width=53; height=48;
num=54; x=395; y=3094; width=18; height=14;
num=55; x=374; y=3092; width=20; height=42;
num=56; x=336; y=3090; width=29; height=48;
num=57; x=488; y=3089; width=30; height=52;
num=58; x=910; y=3015; width=14; height=10;
num=59; x=983; y=3008; width=11; height=12;
num=60; x=983; y=3007; width=5; height=7;
num=61; x=995; y=3005; width=7; height=7;
num=62; x=496; y=3003; width=13; height=7;
num=63; x=1034; y=3002; width=43; height=40;
num=64; x=933; y=3002; width=7; height=7;
num=65; x=985; y=2998; width=14; height=7;
num=66; x=915; y=2998; width=10; height=10;
num=67; x=813; y=2999; width=25; height=30;
num=68; x=717; y=2997; width=32; height=26;
num=69; x=574; y=2995; width=19; height=15;
num=70; x=788; y=2992; width=9; height=11;
num=71; x=666; y=2993; width=21; height=38;
num=72; x=589; y=2991; width=8; height=7;
num=73; x=856; y=2991; width=39; height=27;
num=74; x=814; y=2991; width=23; height=5;
num=75; x=961; y=2990; width=54; height=48;
num=76; x=763; y=2990; width=38; height=28;
num=77; x=617; y=2990; width=25; height=34;
num=78; x=725; y=2988; width=18; height=6;
num=79; x=643; y=2988; width=11; height=23;
num=80; x=423; y=2988; width=45; height=23;
num=81; x=517; y=2987; width=9; height=4;
num=82; x=336; y=2986; width=32; height=8;
num=83; x=677; y=2984; width=14; height=8;
num=84; x=901; y=2982; width=48; height=50;
num=85; x=500; y=2981; width=10; height=18;
num=86; x=429; y=2980; width=29; height=9;
num=87; x=545; y=2979; width=65; height=47;
num=88; x=384; y=2979; width=7; height=15;
num=89; x=389; y=2978; width=19; height=40;
num=90; x=295; y=2975; width=39; height=36;
num=91; x=485; y=2968; width=48; height=54;
num=92; x=1452; y=2865; width=14; height=10;
num=93; x=781; y=2860; width=10; height=5;
num=94; x=1271; y=2858; width=12; height=12;
num=95; x=1335; y=2857; width=31; height=19;
num=96; x=718; y=2853; width=25; height=13;
num=97; x=1038; y=2845; width=4; height=4;
num=98; x=539; y=2844; width=10; height=10;
num=99; x=908; y=2843; width=5; height=4;
num=100; x=914; y=2840; width=11; height=7;
num=101; x=926; y=2839; width=5; height=4;
num=102; x=1238; y=2838; width=12; height=7;
num=103; x=602; y=2838; width=11; height=17;
num=104; x=1043; y=2837; width=15; height=20;
num=105; x=1033; y=2837; width=7; height=5;
num=106; x=852; y=2837; width=27; height=26;
num=107; x=1141; y=2836; width=16; height=20;
num=108; x=1093; y=2836; width=10; height=11;
num=109; x=1087; y=2835; width=8; height=12;
num=110; x=847; y=2835; width=12; height=13;
num=111; x=964; y=2834; width=19; height=18;
num=112; x=541; y=2833; width=9; height=10;
num=113; x=1447; y=2832; width=32; height=46;
num=114; x=1217; y=2831; width=7; height=20;
num=115; x=1386; y=2831; width=54; height=40;
num=116; x=1331; y=2831; width=33; height=27;
num=117; x=1240; y=2830; width=13; height=7;
num=118; x=1191; y=2831; width=9; height=6;
num=119; x=962; y=2831; width=40; height=37;
num=120; x=500; y=2831; width=69; height=42;
num=121; x=1180; y=2830; width=6; height=6;
num=122; x=836; y=2829; width=13; height=9;
num=123; x=603; y=2829; width=10; height=7;
num=124; x=592; y=2829; width=9; height=8;
num=125; x=1209; y=2829; width=19; height=46;
num=126; x=689; y=2828; width=9; height=8;
num=127; x=1225; y=2827; width=37; height=43;
num=128; x=1099; y=2826; width=7; height=8;
num=129; x=777; y=2827; width=25; height=41;
num=130; x=649; y=2827; width=37; height=37;
num=131; x=1091; y=2825; width=7; height=9;
num=132; x=715; y=2826; width=27; height=29;
num=133; x=1133; y=2825; width=27; height=34;
num=134; x=836; y=2824; width=14; height=5;
num=135; x=1164; y=2824; width=13; height=23;
num=136; x=856; y=2822; width=23; height=15;
num=137; x=1259; y=2822; width=62; height=52;
num=138; x=591; y=2821; width=12; height=7;
num=139; x=1091; y=2820; width=9; height=5;
num=140; x=1034; y=2820; width=21; height=11;
num=141; x=603; y=2820; width=10; height=8;
num=142; x=831; y=2819; width=51; height=55;
num=143; x=894; y=2818; width=60; height=49;
num=144; x=576; y=2817; width=41; height=50;
num=145; x=514; y=2817; width=10; height=10;
num=146; x=1100; y=2815; width=18; height=33;
num=147; x=1083; y=2813; width=38; height=41;
num=148; x=1021; y=2812; width=44; height=51;
num=149; x=525; y=2810; width=28; height=56;
num=150; x=404; y=2807; width=60; height=60;
num=151; x=573; y=2747; width=14; height=10;
num=152; x=565; y=2746; width=7; height=8;
num=153; x=538; y=2743; width=53; height=16;
num=154; x=831; y=2698; width=19; height=17;
num=155; x=1027; y=2692; width=26; height=22;
num=156; x=872; y=2690; width=31; height=38;
num=157; x=1007; y=2687; width=25; height=24;
num=158; x=1005; y=2685; width=51; height=32;
num=159; x=722; y=2684; width=23; height=34;
num=160; x=940; y=2680; width=36; height=47;
num=161; x=742; y=2680; width=18; height=48;
num=162; x=707; y=2678; width=14; height=45;
num=163; x=829; y=2669; width=26; height=49;
num=164; x=663; y=2666; width=27; height=52;
num=165; x=762; y=2663; width=24; height=80;
num=166; x=623; y=2657; width=36; height=89;
num=167; x=519; y=2656; width=24; height=88;
num=168; x=543; y=2653; width=5; height=3;
num=169; x=570; y=2651; width=15; height=20;
num=170; x=560; y=2649; width=9; height=18;
num=171; x=789; y=2649; width=24; height=17;
num=172; x=558; y=2647; width=30; height=27;
num=173; x=1507; y=2620; width=17; height=15;
num=174; x=1209; y=2616; width=15; height=10;
num=175; x=1456; y=2613; width=10; height=9;
num=176; x=1329; y=2612; width=12; height=11;
num=177; x=1468; y=2610; width=5; height=5;
num=178; x=1385; y=2602; width=18; height=24;
num=179; x=1169; y=2600; width=7; height=8;
num=180; x=1066; y=2600; width=13; height=13;
num=181; x=1056; y=2600; width=10; height=13;
num=182; x=1031; y=2600; width=14; height=19;
num=183; x=712; y=2596; width=6; height=9;
num=184; x=1330; y=2594; width=6; height=5;
num=185; x=1423; y=2594; width=9; height=8;
num=186; x=1403; y=2594; width=17; height=19;
num=187; x=1338; y=2593; width=4; height=5;
num=188; x=1050; y=2592; width=32; height=30;
num=189; x=1435; y=2591; width=6; height=9;
num=190; x=1379; y=2590; width=27; height=39;
num=191; x=1344; y=2589; width=12; height=8;
num=192; x=1038; y=2590; width=6; height=9;
num=193; x=1281; y=2589; width=8; height=14;
num=194; x=1254; y=2588; width=51; height=36;
num=195; x=1454; y=2586; width=33; height=44;
num=196; x=1503; y=2585; width=31; height=53;
num=197; x=1206; y=2585; width=30; height=44;
num=198; x=1338; y=2583; width=6; height=8;
num=199; x=1166; y=2581; width=26; height=46;
num=200; x=1111; y=2579; width=14; height=8;
num=201; x=1319; y=2579; width=42; height=50;
num=202; x=446; y=2578; width=8; height=5;
num=203; x=817; y=2576; width=14; height=18;
num=204; x=1097; y=2576; width=54; height=37;
num=205; x=491; y=2574; width=8; height=9;
num=206; x=1053; y=2574; width=35; height=16;
num=207; x=1045; y=2573; width=7; height=13;
num=208; x=815; y=2573; width=34; height=30;
num=209; x=439; y=2572; width=12; height=5;
num=210; x=497; y=2571; width=6; height=5;
