num=1; x=1958; y=3500; width=21; height=24;
num=2; x=1370; y=3492; width=9; height=13;
num=3; x=1885; y=3489; width=33; height=17;
num=4; x=1452; y=3475; width=18; height=18;
num=5; x=1838; y=3468; width=6; height=11;
num=6; x=1818; y=3462; width=14; height=17;
num=7; x=1295; y=3461; width=15; height=20;
num=8; x=1531; y=3459; width=10; height=52;
num=9; x=1290; y=3458; width=23; height=28;
num=10; x=1419; y=3456; width=21; height=33;
num=11; x=1367; y=3455; width=90; height=53;
num=12; x=1678; y=3449; width=23; height=50;
num=13; x=1569; y=3448; width=37; height=58;
num=14; x=1757; y=3447; width=27; height=40;
num=15; x=1579; y=3445; width=26; height=18;
num=16; x=1882; y=3427; width=47; height=82;
num=17; x=1318; y=3425; width=14; height=12;
num=18; x=1260; y=3422; width=36; height=90;
num=19; x=432; y=3417; width=7; height=18;
num=20; x=1374; y=3416; width=43; height=71;
num=21; x=1514; y=3413; width=56; height=71;
num=22; x=1395; y=3413; width=20; height=22;
num=23; x=1422; y=3403; width=48; height=60;
num=24; x=141; y=3396; width=125; height=51;
num=25; x=896; y=3386; width=54; height=49;
num=26; x=693; y=3384; width=38; height=35;
num=27; x=511; y=3377; width=36; height=64;
num=28; x=220; y=3377; width=12; height=62;
num=29; x=1494; y=3376; width=50; height=15;
num=30; x=161; y=3375; width=6; height=7;
num=31; x=1191; y=3373; width=19; height=19;
num=32; x=568; y=3372; width=49; height=52;
num=33; x=196; y=3369; width=41; height=6;
num=34; x=1047; y=3366; width=24; height=6;
num=35; x=1107; y=3360; width=23; height=30;
num=36; x=834; y=3359; width=70; height=82;
num=37; x=2050; y=3358; width=24; height=38;
num=38; x=309; y=3357; width=31; height=31;
num=39; x=1590; y=3357; width=9; height=4;
num=40; x=1401; y=3355; width=39; height=9;
num=41; x=1883; y=3351; width=17; height=17;
num=42; x=2004; y=3349; width=34; height=43;
num=43; x=1654; y=3348; width=17; height=41;
num=44; x=1881; y=3347; width=39; height=27;
num=45; x=705; y=3345; width=13; height=34;
num=46; x=1735; y=3344; width=11; height=26;
num=47; x=1045; y=3344; width=14; height=12;
num=48; x=1502; y=3343; width=5; height=17;
num=49; x=2196; y=3342; width=23; height=30;
num=50; x=1010; y=3342; width=12; height=59;
num=51; x=294; y=3342; width=57; height=107;
num=52; x=1707; y=3340; width=13; height=39;
num=53; x=464; y=3340; width=65; height=101;
num=54; x=2183; y=3337; width=14; height=31;
num=55; x=182; y=3337; width=55; height=85;
num=56; x=2300; y=3334; width=18; height=27;
num=57; x=839; y=3335; width=29; height=41;
num=58; x=2026; y=3333; width=10; height=11;
num=59; x=1767; y=3330; width=14; height=40;
num=60; x=604; y=3330; width=22; height=5;
num=61; x=743; y=3329; width=66; height=99;
num=62; x=724; y=3329; width=9; height=16;
