num=1; x=599; y=3488; width=14; height=9;
num=2; x=359; y=3485; width=31; height=5;
num=3; x=692; y=3469; width=13; height=18;
num=4; x=654; y=3467; width=24; height=21;
num=5; x=595; y=3462; width=28; height=38;
num=6; x=514; y=3462; width=26; height=36;
num=7; x=467; y=3460; width=12; height=7;
num=8; x=453; y=3456; width=9; height=46;
num=9; x=575; y=3446; width=22; height=50;
num=10; x=610; y=3443; width=15; height=7;
num=11; x=428; y=3438; width=48; height=18;
num=12; x=360; y=3427; width=52; height=70;
num=13; x=1689; y=3422; width=28; height=11;
num=14; x=1673; y=3420; width=5; height=14;
num=15; x=309; y=3417; width=46; height=86;
num=16; x=1837; y=3413; width=6; height=3;
num=17; x=1448; y=3410; width=32; height=18;
num=18; x=1429; y=3409; width=18; height=25;
num=19; x=1217; y=3407; width=24; height=17;
num=20; x=1887; y=3405; width=13; height=18;
num=21; x=1869; y=3404; width=23; height=24;
num=22; x=1970; y=3402; width=32; height=26;
num=23; x=1728; y=3402; width=47; height=35;
num=24; x=1967; y=3399; width=38; height=38;
num=25; x=1470; y=3396; width=14; height=14;
num=26; x=1497; y=3393; width=8; height=5;
num=27; x=1563; y=3391; width=13; height=15;
num=28; x=1137; y=3388; width=20; height=28;
num=29; x=1158; y=3383; width=19; height=23;
num=30; x=1869; y=3382; width=8; height=6;
num=31; x=1968; y=3382; width=40; height=5;
num=32; x=841; y=3382; width=21; height=19;
num=33; x=1532; y=3380; width=9; height=47;
num=34; x=949; y=3380; width=31; height=30;
num=35; x=891; y=3380; width=20; height=5;
num=36; x=1558; y=3379; width=16; height=10;
num=37; x=1062; y=3377; width=12; height=14;
num=38; x=1362; y=3374; width=21; height=41;
num=39; x=837; y=3373; width=26; height=8;
num=40; x=623; y=3370; width=23; height=9;
num=41; x=737; y=3368; width=30; height=9;
num=42; x=415; y=3366; width=7; height=14;
num=43; x=1480; y=3363; width=5; height=5;
num=44; x=1990; y=3363; width=27; height=4;
num=45; x=124; y=3361; width=17; height=31;
num=46; x=1436; y=3361; width=17; height=30;
num=47; x=1032; y=3357; width=55; height=58;
num=48; x=1631; y=3355; width=65; height=90;
num=49; x=78; y=3354; width=65; height=66;
num=50; x=1445; y=3351; width=20; height=40;
num=51; x=1212; y=3350; width=35; height=76;
num=52; x=929; y=3349; width=39; height=66;
num=53; x=629; y=3349; width=7; height=12;
num=54; x=1131; y=3348; width=64; height=88;
num=55; x=582; y=3348; width=6; height=40;
num=56; x=1291; y=3347; width=33; height=71;
num=57; x=1327; y=3342; width=45; height=76;
num=58; x=809; y=3341; width=41; height=70;
num=59; x=256; y=3341; width=40; height=37;
num=60; x=441; y=3339; width=33; height=49;
num=61; x=92; y=3338; width=5; height=10;
num=62; x=1393; y=3337; width=9; height=16;
num=63; x=163; y=3337; width=45; height=71;
num=64; x=1475; y=3335; width=34; height=52;
num=65; x=367; y=3332; width=18; height=21;
num=66; x=385; y=3329; width=10; height=12;
num=67; x=1817; y=3328; width=189; height=117;
num=68; x=318; y=3323; width=33; height=71;
num=69; x=1420; y=3320; width=64; height=38;
num=70; x=675; y=3319; width=53; height=83;
num=71; x=71; y=3315; width=35; height=47;
num=72; x=551; y=3312; width=54; height=86;
num=73; x=110; y=3310; width=23; height=34;
num=74; x=343; y=3300; width=58; height=95;
num=75; x=1825; y=3281; width=5; height=29;
num=76; x=1681; y=3281; width=34; height=33;
num=77; x=1729; y=3279; width=17; height=30;
num=78; x=1969; y=3275; width=22; height=25;
