num=1; x=893; y=3169; width=6; height=7;
num=2; x=336; y=2885; width=2; height=4;
num=3; x=2069; y=2846; width=4; height=7;
num=4; x=1692; y=2836; width=7; height=9;
num=5; x=1905; y=2832; width=21; height=30;
num=6; x=1432; y=2829; width=15; height=6;
num=7; x=1874; y=2826; width=33; height=27;
num=8; x=1414; y=2818; width=5; height=10;
num=9; x=1833; y=2812; width=12; height=13;
num=10; x=1724; y=2809; width=35; height=50;
num=11; x=2021; y=2804; width=8; height=10;
num=12; x=1900; y=2802; width=11; height=10;
num=13; x=1285; y=2802; width=18; height=8;
num=14; x=2074; y=2799; width=4; height=5;
num=15; x=1874; y=2797; width=16; height=32;
num=16; x=1809; y=2797; width=39; height=71;
num=17; x=1413; y=2795; width=8; height=22;
num=18; x=1549; y=2795; width=30; height=37;
num=19; x=1353; y=2795; width=33; height=60;
num=20; x=1639; y=2794; width=42; height=52;
num=21; x=1688; y=2793; width=17; height=59;
num=22; x=1276; y=2793; width=70; height=52;
num=23; x=1156; y=2793; width=62; height=49;
num=24; x=1410; y=2792; width=14; height=46;
num=25; x=2022; y=2790; width=13; height=14;
num=26; x=1128; y=2789; width=18; height=13;
num=27; x=1284; y=2789; width=18; height=6;
num=28; x=1487; y=2787; width=36; height=63;
num=29; x=1926; y=2785; width=37; height=74;
num=30; x=1032; y=2784; width=78; height=69;
num=31; x=1580; y=2783; width=43; height=67;
num=32; x=1427; y=2783; width=41; height=65;
num=33; x=1048; y=2783; width=9; height=11;
num=34; x=2052; y=2781; width=33; height=86;
num=35; x=1464; y=2781; width=27; height=60;
num=36; x=1594; y=2780; width=19; height=17;
num=37; x=1960; y=2778; width=79; height=92;
num=38; x=1360; y=2778; width=27; height=12;
num=39; x=1517; y=2776; width=10; height=12;
num=40; x=1245; y=2770; width=25; height=35;
num=41; x=1093; y=2770; width=67; height=82;
num=42; x=1242; y=2767; width=32; height=41;
num=43; x=998; y=2767; width=25; height=92;
num=44; x=1943; y=2557; width=7; height=10;
num=45; x=1875; y=2549; width=21; height=24;
num=46; x=1874; y=2544; width=16; height=4;
num=47; x=1941; y=2529; width=45; height=42;
num=48; x=1856; y=2513; width=20; height=15;
num=49; x=2071; y=2512; width=55; height=59;
num=50; x=1951; y=2511; width=9; height=6;
num=51; x=1844; y=2503; width=14; height=37;
num=52; x=1883; y=2500; width=23; height=21;
num=53; x=1850; y=2499; width=64; height=72;
num=54; x=1771; y=2455; width=444; height=158;
num=55; x=1768; y=2452; width=450; height=165;
num=56; x=2000; y=2411; width=19; height=19;
num=57; x=194; y=2411; width=20; height=5;
num=58; x=1968; y=2407; width=7; height=15;
num=59; x=400; y=2408; width=8; height=12;
num=60; x=901; y=2401; width=20; height=17;
num=61; x=836; y=2401; width=4; height=5;
num=62; x=1909; y=2400; width=12; height=23;
num=63; x=928; y=2401; width=7; height=13;
num=64; x=689; y=2400; width=15; height=18;
num=65; x=1540; y=2398; width=36; height=7;
num=66; x=601; y=2397; width=9; height=15;
num=67; x=295; y=2398; width=15; height=16;
num=68; x=186; y=2393; width=24; height=10;
num=69; x=1444; y=2392; width=26; height=6;
num=70; x=698; y=2391; width=4; height=4;
num=71; x=113; y=2391; width=33; height=44;
num=72; x=1303; y=2390; width=30; height=6;
num=73; x=1693; y=2389; width=29; height=7;
num=74; x=1189; y=2388; width=11; height=18;
num=75; x=1044; y=2387; width=5; height=6;
num=76; x=918; y=2387; width=9; height=10;
num=77; x=597; y=2386; width=24; height=34;
num=78; x=1049; y=2384; width=7; height=5;
num=79; x=908; y=2384; width=9; height=5;
num=80; x=1185; y=2384; width=30; height=25;
num=81; x=771; y=2382; width=5; height=4;
num=82; x=490; y=2383; width=34; height=47;
num=83; x=699; y=2381; width=10; height=8;
num=84; x=257; y=2381; width=24; height=36;
num=85; x=232; y=2379; width=26; height=39;
num=86; x=920; y=2377; width=8; height=9;
num=87; x=554; y=2378; width=35; height=49;
num=88; x=321; y=2378; width=38; height=48;
num=89; x=1364; y=2377; width=52; height=34;
num=90; x=660; y=2377; width=7; height=25;
num=91; x=648; y=2377; width=6; height=27;
num=92; x=675; y=2376; width=9; height=47;
num=93; x=1823; y=2375; width=32; height=37;
num=94; x=807; y=2372; width=8; height=43;
num=95; x=532; y=2372; width=18; height=9;
num=96; x=1250; y=2371; width=44; height=52;
num=97; x=1128; y=2371; width=40; height=41;
num=98; x=437; y=2369; width=43; height=61;
num=99; x=820; y=2368; width=35; height=55;
num=100; x=517; y=2368; width=13; height=8;
num=101; x=285; y=2368; width=6; height=8;
num=102; x=160; y=2368; width=27; height=60;
num=103; x=1744; y=2367; width=9; height=22;
num=104; x=273; y=2367; width=10; height=6;
num=105; x=698; y=2365; width=12; height=16;
num=106; x=1485; y=2365; width=46; height=60;
num=107; x=1044; y=2363; width=12; height=23;
num=108; x=1007; y=2362; width=12; height=13;
num=109; x=1624; y=2362; width=43; height=62;
num=110; x=1879; y=2360; width=40; height=21;
num=111; x=959; y=2360; width=35; height=59;
num=112; x=1964; y=2359; width=29; height=67;
num=113; x=1905; y=2359; width=31; height=67;
num=114; x=1040; y=2358; width=19; height=63;
num=115; x=993; y=2358; width=40; height=68;
num=116; x=1753; y=2357; width=36; height=61;
num=117; x=880; y=2357; width=88; height=67;
num=118; x=1062; y=2356; width=48; height=69;
num=119; x=689; y=2349; width=33; height=71;
num=120; x=735; y=2345; width=46; height=76;
num=121; x=1978; y=2286; width=3; height=3;
num=122; x=444; y=2284; width=5; height=11;
num=123; x=313; y=2284; width=6; height=10;
num=124; x=121; y=2278; width=5; height=8;
num=125; x=439; y=2276; width=14; height=22;
num=126; x=138; y=2259; width=20; height=38;
num=127; x=320; y=2258; width=14; height=6;
num=128; x=118; y=2258; width=18; height=43;
num=129; x=254; y=2255; width=28; height=50;
num=130; x=308; y=2252; width=23; height=46;
num=131; x=238; y=2252; width=9; height=58;
num=132; x=188; y=2250; width=6; height=22;
num=133; x=148; y=2248; width=13; height=4;
num=134; x=373; y=2247; width=9; height=35;
num=135; x=404; y=2245; width=10; height=37;
num=136; x=203; y=2244; width=10; height=65;
num=137; x=456; y=2155; width=9; height=10;
num=138; x=1605; y=2154; width=5; height=10;
num=139; x=417; y=2149; width=11; height=15;
num=140; x=616; y=2149; width=15; height=11;
num=141; x=452; y=2148; width=18; height=24;
num=142; x=266; y=2146; width=33; height=28;
num=143; x=413; y=2145; width=18; height=26;
num=144; x=454; y=2142; width=18; height=5;
num=145; x=1443; y=2139; width=12; height=21;
num=146; x=331; y=2137; width=9; height=14;
num=147; x=1003; y=2137; width=19; height=9;
num=148; x=673; y=2135; width=8; height=9;
num=149; x=288; y=2136; width=6; height=8;
num=150; x=113; y=2135; width=19; height=46;
num=151; x=2200; y=2132; width=6; height=13;
num=152; x=1995; y=2132; width=7; height=15;
num=153; x=754; y=2132; width=14; height=17;
num=154; x=297; y=2133; width=9; height=10;
num=155; x=1749; y=2130; width=31; height=27;
num=156; x=198; y=2130; width=22; height=39;
num=157; x=2097; y=2129; width=11; height=14;
num=158; x=1160; y=2128; width=26; height=31;
num=159; x=866; y=2127; width=6; height=10;
num=160; x=1401; y=2127; width=15; height=31;
num=161; x=325; y=2127; width=35; height=39;
num=162; x=1669; y=2126; width=33; height=33;
num=163; x=1312; y=2126; width=42; height=33;
num=164; x=913; y=2124; width=3; height=5;
num=165; x=616; y=2125; width=9; height=11;
num=166; x=1661; y=2124; width=8; height=19;
num=167; x=1564; y=2124; width=10; height=31;
num=168; x=1535; y=2123; width=7; height=27;
num=169; x=997; y=2123; width=18; height=9;
num=170; x=691; y=2123; width=17; height=31;
num=171; x=254; y=2122; width=7; height=7;
num=172; x=1813; y=2120; width=8; height=7;
num=173; x=1732; y=2120; width=13; height=11;
num=174; x=1379; y=2121; width=20; height=32;
num=175; x=1746; y=2119; width=6; height=5;
num=176; x=1054; y=2120; width=31; height=39;
num=177; x=980; y=2120; width=8; height=43;
num=178; x=665; y=2120; width=20; height=39;
num=179; x=202; y=2120; width=13; height=25;
num=180; x=932; y=2116; width=14; height=12;
num=181; x=511; y=2116; width=8; height=7;
num=182; x=152; y=2117; width=34; height=53;
num=183; x=116; y=2115; width=10; height=12;
num=184; x=1925; y=2114; width=28; height=40;
num=185; x=191; y=2113; width=16; height=28;
num=186; x=856; y=2112; width=20; height=29;
num=187; x=430; y=2112; width=51; height=62;
num=188; x=411; y=2112; width=22; height=29;
num=189; x=379; y=2111; width=29; height=65;
num=190; x=1485; y=2110; width=18; height=50;
num=191; x=1107; y=2110; width=47; height=49;
num=192; x=709; y=2110; width=8; height=4;
num=193; x=1418; y=2109; width=9; height=6;
num=194; x=720; y=2109; width=6; height=8;
num=195; x=1827; y=2108; width=11; height=5;
num=196; x=1600; y=2108; width=20; height=61;
num=197; x=1430; y=2108; width=5; height=13;
num=198; x=512; y=2107; width=7; height=9;
num=199; x=2049; y=2107; width=7; height=25;
num=200; x=1982; y=2107; width=34; height=49;
num=201; x=2136; y=2105; width=33; height=28;
num=202; x=2029; y=2104; width=8; height=10;
num=203; x=1195; y=2104; width=11; height=9;
num=204; x=750; y=2104; width=24; height=64;
num=205; x=508; y=2103; width=14; height=67;
num=206; x=1208; y=2102; width=9; height=11;
num=207; x=1881; y=2101; width=24; height=53;
num=208; x=557; y=2101; width=36; height=75;
num=209; x=517; y=2101; width=33; height=67;
num=210; x=2059; y=2098; width=21; height=66;
num=211; x=1795; y=2097; width=20; height=17;
num=212; x=780; y=2098; width=46; height=62;
num=213; x=238; y=2098; width=47; height=75;
num=214; x=1087; y=2097; width=10; height=6;
num=215; x=910; y=2097; width=40; height=69;
num=216; x=1738; y=2095; width=14; height=12;
num=217; x=1108; y=2096; width=7; height=10;
num=218; x=586; y=2096; width=31; height=76;
num=219; x=539; y=2096; width=18; height=80;
num=220; x=1232; y=2094; width=45; height=53;
num=221; x=1788; y=2093; width=44; height=73;
num=222; x=849; y=2093; width=42; height=73;
num=223; x=1824; y=2092; width=9; height=15;
num=224; x=1720; y=2092; width=45; height=69;
num=225; x=1834; y=2088; width=10; height=70;
