num=1; x=2544; y=1016; width=38; height=13;
num=2; x=2125; y=994; width=102; height=57;
num=3; x=2583; y=993; width=21; height=12;
num=4; x=2619; y=982; width=21; height=12;
num=5; x=2102; y=966; width=132; height=87;
num=6; x=2714; y=937; width=208; height=97;
num=7; x=2765; y=921; width=35; height=20;
num=8; x=2705; y=916; width=17; height=25;
num=9; x=2596; y=913; width=31; height=46;
num=10; x=2318; y=904; width=40; height=41;
num=11; x=2119; y=904; width=74; height=45;
num=12; x=2122; y=874; width=59; height=20;
num=13; x=2599; y=868; width=30; height=46;
num=14; x=2056; y=853; width=17; height=76;
num=15; x=2586; y=840; width=103; height=193;
num=16; x=2274; y=834; width=156; height=209;
num=17; x=2077; y=832; width=174; height=35;
num=18; x=2584; y=821; width=102; height=21;
num=19; x=791; y=815; width=16; height=13;
num=20; x=2725; y=811; width=72; height=78;
num=21; x=813; y=748; width=1712; height=81;
num=22; x=937; y=687; width=67; height=47;
num=23; x=1037; y=658; width=76; height=17;
num=24; x=1274; y=651; width=102; height=63;
num=25; x=1554; y=638; width=71; height=58;
num=26; x=1974; y=633; width=74; height=43;
num=27; x=1802; y=631; width=56; height=11;
num=28; x=1650; y=625; width=4; height=5;
num=29; x=1286; y=623; width=26; height=20;
num=30; x=2085; y=621; width=48; height=12;
num=31; x=832; y=619; width=81; height=120;
num=32; x=1564; y=618; width=25; height=16;
num=33; x=1155; y=609; width=70; height=106;
num=34; x=1448; y=591; width=45; height=125;
num=35; x=1674; y=584; width=7; height=1;
num=36; x=2315; y=581; width=97; height=88;
num=37; x=1889; y=581; width=74; height=98;
num=38; x=2150; y=576; width=130; height=108;
num=39; x=2421; y=568; width=93; height=174;
num=40; x=1722; y=559; width=48; height=52;
num=41; x=2429; y=555; width=70; height=18;
num=42; x=2320; y=555; width=78; height=18;
num=43; x=1709; y=552; width=66; height=126;
num=44; x=1096; y=403; width=14; height=31;
num=45; x=660; y=398; width=26; height=27;
num=46; x=650; y=391; width=46; height=43;
num=47; x=905; y=382; width=56; height=87;
num=48; x=804; y=361; width=19; height=41;
num=49; x=1095; y=359; width=39; height=46;
num=50; x=1024; y=351; width=5; height=5;
num=51; x=509; y=352; width=112; height=98;
num=52; x=331; y=348; width=130; height=100;
num=53; x=874; y=347; width=117; height=30;
num=54; x=985; y=337; width=74; height=131;
num=55; x=1195; y=334; width=106; height=72;
num=56; x=1322; y=326; width=91; height=89;
num=57; x=629; y=321; width=85; height=66;
num=58; x=1034; y=319; width=14; height=25;
num=59; x=485; y=311; width=152; height=62;
num=60; x=994; y=309; width=47; height=25;
num=61; x=1218; y=308; width=61; height=16;
num=62; x=1040; y=308; width=11; height=6;
num=63; x=502; y=307; width=21; height=16;
num=64; x=667; y=298; width=11; height=25;
num=65; x=533; y=298; width=36; height=25;
num=66; x=1080; y=296; width=121; height=162;
num=67; x=746; y=295; width=34; height=85;
num=68; x=838; y=294; width=29; height=165;
num=69; x=720; y=294; width=18; height=195;
num=70; x=1308; y=280; width=137; height=60;
num=71; x=1002; y=276; width=47; height=29;
num=72; x=1086; y=272; width=43; height=42;
num=73; x=1546; y=268; width=9; height=6;
num=74; x=889; y=268; width=68; height=77;
num=75; x=1315; y=266; width=20; height=20;
num=76; x=1447; y=245; width=87; height=162;
num=77; x=1339; y=245; width=51; height=30;
num=78; x=1549; y=233; width=11; height=22;
num=79; x=215; y=205; width=115; height=23;
num=80; x=59; y=195; width=136; height=33;
num=81; x=1549; y=194; width=69; height=204;
num=82; x=94; y=146; width=43; height=18;
num=83; x=396; y=137; width=66; height=50;
num=84; x=77; y=113; width=69; height=19;
num=85; x=227; y=108; width=33; height=51;
num=86; x=497; y=94; width=180; height=110;
num=87; x=219; y=88; width=87; height=122;
num=88; x=349; y=71; width=83; height=142;
num=89; x=465; y=66; width=30; height=19;
num=90; x=524; y=52; width=4; height=5;
num=91; x=467; y=47; width=161; height=93;
num=92; x=205; y=39; width=81; height=66;
